ID,meter_point_key,park_key,park_type,park_type_human,Round_Day(markets_at),contract_at,Round_Day(expires_at),Leistung [W],ownconsumption,latitude,longitude,Performance
1328,ZP_ID_1440,50H_SO_Waren_02,solar,Photovoltaikanlage,2021-08-12T00:00:00,2021-08-12 02:00:00,,676560,,53.53,12.64,1.0
1342,ZP_ID_1517,50H_SO_Waren_DE029071,solar,Photovoltaikanlage,2021-11-01T00:00:00,2018-10-01 02:00:00,,186960,0.7,53.52,12.65,1.0
297,ZP_ID_0856,50H_SO_Warlin,solar,Photovoltaikanlage,2020-02-26T00:00:00,2019-06-18 02:00:00,,749840,,53.62,13.34,1.0
298,VZP_ID_173,50H_SO_Weinbergen_1_(EB),solar,Photovoltaikanlage,2019-12-09T00:00:00,2019-02-16 01:00:00,,323675,,51.17,10.52,1.0
299,VZP_ID_174,50H_SO_Weinbergen_2_(EB),solar,Photovoltaikanlage,2019-12-09T00:00:00,2019-06-23 02:00:00,,84700,,51.17,10.52,1.0
300,VZP_ID_175,50H_SO_Weinbergen_3_(EB),solar,Photovoltaikanlage,2019-12-09T00:00:00,2019-03-14 01:00:00,,169400,,51.17,10.52,1.0
301,VZP_ID_176,50H_SO_Weinbergen_4_(EB),solar,Photovoltaikanlage,2019-12-09T00:00:00,2019-02-10 01:00:00,,169400,,51.17,10.52,1.0
302,VZP_ID_202,50H_SO_Weinbergen_6_(EB),solar,Photovoltaikanlage,2020-08-01T00:00:00,2020-05-04 02:00:00,,128000,,51.17,10.52,1.0
303,VZP_ID_203,50H_SO_Weinbergen_7_(EB),solar,Photovoltaikanlage,2020-08-01T00:00:00,2020-04-26 02:00:00,,115200,,51.17,10.52,1.0
304,VZP_ID_204,50H_SO_Weinbergen_8_(EB),solar,Photovoltaikanlage,2020-08-01T00:00:00,2020-05-08 02:00:00,,115200,,51.17,10.52,1.0
305,VZP_ID_205,50H_SO_Weinbergen_9_(EB),solar,Photovoltaikanlage,2020-08-01T00:00:00,2020-04-03 02:00:00,,192000,,51.17,10.52,1.0
306,VZP_ID_184,50H_SO_Weißwasser-Altwerk_0001,solar,Photovoltaikanlage,2020-01-01T00:00:00,2020-01-01 01:00:00,,749995,,51.5,14.65,1.0
307,VZP_ID_185,50H_SO_Weißwasser-Altwerk_0002,solar,Photovoltaikanlage,2020-01-01T00:00:00,2019-02-09 01:00:00,,749700,,51.5,14.65,1.0
308,ZP_ID_0761,50H_SO_Weißwasser-Neuwerk,solar,Photovoltaikanlage,2019-05-09T00:00:00,2019-01-03 01:00:00,,749990,,51.5,14.65,1.0
309,ZP_ID_0882,50H_SO_Weißwasser_DE028063,solar,Photovoltaikanlage,2019-09-12T00:00:00,2018-08-30 02:00:00,,233750,0.7,51.5,14.64,1.0
310,ZP_ID_0570,50H_SO_Werder_DE020052,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,137200,0.7,52.36,12.94,1.0
2005,,50H_SO_Werneuchen_DE024000,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,736000,0.7,52.62,13.66,1.0
311,ZP_ID_0142,50H_SO_Werther,solar,Photovoltaikanlage,2015-01-01T00:00:00,2019-01-01 01:00:00,2022-12-31T00:00:00,753480,,51.48,10.74,1.0
312,VZP_ID_183,50H_SO_Werther Pützlingen_01_(EB),solar,Photovoltaikanlage,2020-02-01T00:00:00,2019-09-10 02:00:00,,443850,,51.52,10.62,1.0
313,VZP_ID_182,50H_SO_Werther Pützlingen_02_(EB),solar,Photovoltaikanlage,2020-02-01T00:00:00,2019-09-10 02:00:00,,205700,,51.52,10.62,1.0
1287,ZP_ID_1413,50H_SO_Wiedemar_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,213120,,51.47,12.23,1.0
314,ZP_ID_0270,50H_SO_Wiederstedt,solar,Photovoltaikanlage,2016-04-01T00:00:00,2016-01-02 01:00:00,,630140,,51.67,11.52,1.0
962,ZP_ID_1216,50H_SO_Wiednitz,solar,Photovoltaikanlage,2021-02-01T00:00:00,2020-12-28 01:00:00,,556920,,8.3,14.03,1.0
1774,ZP_ID_1784,50H_SO_Wiednitz_02,solar,Photovoltaikanlage,2021-02-01T00:00:00,2021-02-01 01:00:00,,192780,,51.39,14.03,1.0
1067,ZP_ID_1247,50H_SO_Wiendorf-Niendorf,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-03-05 01:00:00,,253920,,53.94,12.14,1.0
1764,ZP_ID_1802,50H_SO_Wiendorf_(RD),solar,Photovoltaikanlage,2022-08-01T00:00:00,,,598250,,53.95,12.15,1.0
1397,ZP_ID_1516,50H_SO_Wildau_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,101280,,52.32,13.6,1.0
315,ZP_ID_0658,50H_SO_Wildau_DE028019,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,139920,0.7,52.32,13.6,1.0
316,ZP_ID_0509,50H_SO_Wildenborn,solar,Photovoltaikanlage,2018-05-01T00:00:00,2018-04-06 02:00:00,2022-12-31T00:00:00,999700,,51.0,12.19,1.0
1327,ZP_ID_1456,50H_SO_Wilkau-Hasslau,solar,Photovoltaikanlage,2021-11-01T00:00:00,2021-09-14 02:00:00,,142880,,50.67,12.52,1.0
1399,ZP_ID_1511,50H_SO_Wilkau-Hasslau_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,2021-10-31T00:00:00,142900,,50.67,12.52,1.0
317,ZP_ID_0938,50H_SO_Wilsdruff_DE036000,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,747100,0.7,51.06,13.55,1.0
318,ZP_ID_0830,50H_SO_Wismar Wendorf_DE033011,solar,Photovoltaikanlage,2020-02-01T00:00:00,2018-08-30 02:00:00,,183600,0.7,53.9,11.4,1.0
319,ZP_ID_0143,50H_SO_Wolferstedt,solar,Photovoltaikanlage,2015-01-01T00:00:00,2015-01-01 01:00:00,,1770370,,51.41,11.42,1.0
1391,ZP_ID_1525,50H_SO_Wolgast_DE029034,solar,Photovoltaikanlage,2021-12-01T00:00:00,2018-10-01 02:00:00,,183160,0.7,54.05,13.76,1.0
1816,ZP_ID_1903,50H_SO_Wriezen_DE024002,solar,Photovoltaikanlage,2023-02-01T00:00:00,2018-10-01 02:00:00,,177000,0.7,52.71,14.13,1.0
320,ZP_ID_0766,50H_SO_Wusterhausen_DE020077,solar,Photovoltaikanlage,2019-03-01T00:00:00,2018-08-30 02:00:00,,152280,0.7,52.89,12.46,1.0
802,ZP_ID_0533,50H_SO_Zehrental,solar,Photovoltaikanlage,2018-08-01T00:00:00,2018-03-01 01:00:00,,749840,,52.98,11.55,1.0
813,ZP_ID_0801,50H_SO_Zittau,solar,Photovoltaikanlage,2019-03-01T00:00:00,2019-02-16 01:00:00,,290000,0.1,50.9,14.83,1.0
321,ZP_ID_0746,50H_SO_Zwickau_DE021073,solar,Photovoltaikanlage,2019-01-24T00:00:00,2018-08-30 02:00:00,,142020,0.7,50.72,12.52,1.0
322,ZP_ID_0629,50H_SO_Zwickau_DE021080,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,147280,0.7,50.72,12.45,1.0
943,ZP_ID_1121,50H_SO_Zörbig,solar,Photovoltaikanlage,2020-11-01T00:00:00,2020-09-29 02:00:00,2022-12-31T00:00:00,2090320,,51.63,12.12,1.0
1544,ZP_ID_1629,50H_SO_Zörbig_DE021098,solar,Photovoltaikanlage,2022-03-01T00:00:00,2018-10-01 02:00:00,,164820,0.7,51.63,12.11,1.0
323,ZP_ID_0093,50H_WI_Danewitz,wind,Windkraftanlage,2019-01-01T00:00:00,2016-06-13 02:00:00,2022-12-31T00:00:00,1500000,,52.7,13.67,1.0
324,VZP_ID_12,50H_WI_Göttin_1,wind,Windkraftanlage,2019-10-01T00:00:00,2019-10-01 02:00:00,,1500000,,52.35,12.56,1.0
325,VZP_ID_13,50H_WI_Göttin_2,wind,Windkraftanlage,2019-10-01T00:00:00,2019-10-01 02:00:00,,1500000,,52.36,12.56,1.0
1636,ZP_ID_1669,50H_WI_Halberstadt_(PPA),wind,Windkraftanlage,2022-05-01T00:00:00,2022-05-01 02:00:00,,110000,,51.53,11.26,1.0
1932,ZP_ID_0263,50H_WI_Hemden_00,wind,Windkraftanlage,2023-01-01T00:00:00,2023-01-01 01:00:00,,2600000,,51.65,12.07,1.0
326,ZP_ID_0033,50H_WI_Hindenburg,wind,Windkraftanlage,2013-01-01T00:00:00,2013-03-25 01:00:00,,5100000,,52.74,11.91,1.0
1923,ZP_ID_1881,50H_WI_Immekath_(PPA),wind,Windkraftanlage,2023-01-01T00:00:00,2023-01-01 01:00:00,2023-12-31T00:00:00,600000,,52.62,11.07,1.0
1924,ZP_ID_1882,50H_WI_Immekath_02_(PPA),wind,Windkraftanlage,2023-01-01T00:00:00,,2023-12-31T00:00:00,1200000,,52.62,11.07,1.0
1925,ZP_ID_1883,50H_WI_Immekath_03_(PPA),wind,Windkraftanlage,2023-01-01T00:00:00,,2023-12-31T00:00:00,600000,,52.62,11.07,1.0
327,ZP_ID_0031,50H_WI_Kalbe,wind,Windkraftanlage,2016-01-01T00:00:00,2013-03-25 01:00:00,,22950000,,52.67,11.22,1.0
1029,,50H_WI_Kalbe_(PPA),wind,Windkraftanlage,2021-01-01T00:00:00,2020-11-30 01:00:00,,6800000,,52.67,11.25,1.0
328,ZP_ID_0029,50H_WI_Kirchengel,wind,Windkraftanlage,2014-01-01T00:00:00,2013-03-25 01:00:00,,4500000,,51.3,10.93,1.0
1030,ZP_ID_1186,50H_WI_Kloster Lehnin,wind,Windkraftanlage,2021-01-01T00:00:00,2020-11-27 01:00:00,2022-12-31T00:00:00,1980000,,52.33,12.7,1.0
329,ZP_ID_0736,50H_WI_Michelsdorf,wind,Windkraftanlage,2019-01-01T00:00:00,2019-01-07 01:00:00,2020-12-31T00:00:00,600000,,52.31,12.68,1.0
1555,ZP_ID_0114,50H_WI_Oberlungwitz,wind,Windkraftanlage,2022-01-01T00:00:00,,2022-12-31T00:00:00,2300000,,50.74,12.75,1.0
330,ZP_ID_0457,50H_WI_Tautenhain_02,wind,Windkraftanlage,2018-01-01T00:00:00,2017-11-08 01:00:00,2020-12-31T00:00:00,4100000,,51.09,12.69,1.0
1192,ZP_ID_1301,AMP_KWK_Bad_Essen_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,889000,,52.31,8.46,1.0
1906,ZP_ID_1866,AMP_KWK_Emsbüren_(RD),cogeneration,Kraft-Wärme-Kopplung,2022-12-01T00:00:00,2022-12-01 01:00:00,,140000,,52.4,7.29,1.0
1290,ZP_ID_1411,AMP_KWK_Gronau_01_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,240000,,52.21,7.02,1.0
1291,ZP_ID_1424,AMP_KWK_Gronau_02_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,140000,,52.21,7.02,1.0
1219,ZP_ID_1298,AMP_KWK_Hagen_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,2000000,,0.0,0.0,1.0
1722,ZP_ID_1768,AMP_KWK_Hagen_01_(RD),cogeneration,Kraft-Wärme-Kopplung,2022-06-08T00:00:00,,,238000,,51.38,7.52,1.0
1216,ZP_ID_1295,AMP_KWK_Herdecke_01_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,2000000,,51.4,7.41,1.0
1217,ZP_ID_1296,AMP_KWK_Herdecke_02_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,2000000,,51.4,7.41,1.0
1218,ZP_ID_1297,AMP_KWK_Herdecke_03_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,2000000,,51.4,7.41,1.0
331,ZP_ID_0767,AMP_KWK_Ingenried,cogeneration,Kraft-Wärme-Kopplung,2019-02-01T00:00:00,2018-12-11 01:00:00,,331000,0.7,47.8,10.81,1.0
1294,ZP_ID_1434,AMP_KWK_Leverkusen_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,2022-01-31T00:00:00,100000,,51.02,7.0,1.0
332,ZP_ID_0506,AMP_KWK_Lüdenscheid,cogeneration,Kraft-Wärme-Kopplung,2020-06-01T00:00:00,2018-03-22 01:00:00,,160000,,51.21,7.66,1.0
965,ZP_ID_1222,AMP_KWK_Lüdenscheid_05,cogeneration,Kraft-Wärme-Kopplung,2021-04-01T00:00:00,2021-01-15 01:00:00,,500000,,51.23,7.62,1.0
1301,ZP_ID_1390,AMP_KWK_Münster_01_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,696000,,51.98,7.57,1.0
1303,ZP_ID_1394,AMP_KWK_Münster_02_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,528000,,51.92,7.53,1.0
1304,ZP_ID_1396,AMP_KWK_Münster_03_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,464000,,51.96,7.53,1.0
1302,ZP_ID_1401,AMP_KWK_Münster_04_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,360000,,51.9,7.64,1.0
1337,ZP_ID_1471,AMP_KWK_Münster_05_(RD),cogeneration,Kraft-Wärme-Kopplung,2021-10-01T00:00:00,,,3200000,,52.01,7.65,1.0
1907,ZP_ID_1864,AMP_KWK_Schüttorf_01_(RD),cogeneration,Kraft-Wärme-Kopplung,2022-12-01T00:00:00,2022-12-01 01:00:00,,250000,,52.33,7.23,1.0
1908,ZP_ID_1865,AMP_KWK_Schüttorf_02_(RD),cogeneration,Kraft-Wärme-Kopplung,2022-12-01T00:00:00,2022-12-01 01:00:00,,150000,,52.32,7.22,1.0
333,ZP_ID_0828,AMP_NF_BI_BHKW_Fröndenberg,biomass,Biomasseanlage,2019-05-01T00:00:00,2019-03-22 01:00:00,,156000,0.75,51.5,7.77,1.0
334,ZP_ID_0187,AMP_NF_BI_BHKW_MS_Coerde_Biogas,biomass,Biomasseanlage,2016-05-01T00:00:00,2015-06-30 02:00:00,,1070000,,52.01,7.65,1.0
335,ZP_ID_0186,AMP_NF_BI_BHKW_MS_Coerde_Deponiegas,biomass,Biomasseanlage,2016-05-01T00:00:00,2015-06-30 02:00:00,,1070000,,52.01,7.65,1.0
336,ZP_ID_0188,AMP_NF_BI_BHKW_MS_Coerde_Klärgas,biomass,Biomasseanlage,2016-05-01T00:00:00,2015-06-30 02:00:00,,1070000,,52.01,7.65,1.0
1043,ZP_ID_1204,AMP_NF_BI_Ennigerloh,biomass,Biomasseanlage,2021-01-01T00:00:00,2020-12-14 01:00:00,,601000,0.99,51.85,8.02,1.0
1420,ZP_ID_1528,AMP_NF_BI_Ennigerloh_01_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,,,1229000,,51.85,8.02,1.0
1421,ZP_ID_1530,AMP_NF_BI_Ennigerloh_02_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,,,601000,,51.85,8.02,1.0
1573,ZP_ID_1618,AMP_NF_BI_Goch_01_(RD),biomass,Biomasseanlage,2022-01-01T00:00:00,,2023-01-31T00:00:00,250000,,51.72,6.13,1.0
803,ZP_ID_0455,AMP_NF_BI_Gronau_1,biomass,Biomasseanlage,2018-01-01T00:00:00,2018-05-04 02:00:00,2022-12-31T00:00:00,250000,,52.19,7.03,1.0
804,ZP_ID_0456,AMP_NF_BI_Gronau_2,biomass,Biomasseanlage,2018-01-01T00:00:00,2018-05-04 02:00:00,2022-12-31T00:00:00,608000,,52.19,7.03,1.0
337,ZP_ID_0144,AMP_NF_BI_Hagen-Kabel,biomass,Biomasseanlage,2016-05-01T00:00:00,2017-01-01 01:00:00,,20000000,,51.4,7.48,1.0
1330,ZP_ID_1502,AMP_NF_MV_Hagen_(RD),landfill,Deponiegas,2021-10-01T00:00:00,,,3770000,,51.38,7.47,1.0
338,ZP_ID_0682,AMP_NF_WA_Attendorn,hydropower,Wasserkraftanlage,2018-11-01T00:00:00,2019-07-03 02:00:00,,2400000,,51.09,7.84,1.0
1085,ZP_ID_1259,AMP_NF_WA_Hagen,hydropower,Wasserkraftanlage,2021-04-01T00:00:00,2021-04-01 02:00:00,,120000,0.02,51.34,7.51,1.0
1738,ZP_ID_1787,AMP_NF_WA_Hagen_02,hydropower,Wasserkraftanlage,2022-09-01T00:00:00,2022-07-11 02:00:00,,60000,,51.32,7.51,1.0
1739,ZP_ID_1834,AMP_NF_WA_Hagen_03,hydropower,Wasserkraftanlage,2022-11-01T00:00:00,,,90000,,51.29,7.52,1.0
814,ZP_ID_0990,AMP_NF_WA_Lüdenscheid,hydropower,Wasserkraftanlage,2020-02-01T00:00:00,2017-02-20 01:00:00,,400000,,51.19,7.69,1.0
342,ZP_ID_0195,AMP_NF_WA_Menden_Froendenberg,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,270000,,51.44,7.8,1.0
1305,ZP_ID_1431,AMP_NF_WA_Münster_(RD),hydropower,Wasserkraftanlage,2021-10-01T00:00:00,,2022-07-31T00:00:00,110000,,52.0,7.69,1.0
343,ZP_ID_0199,AMP_NF_WA_Restwasserg_Hengsen_4_bis_500kW,hydropower,Wasserkraftanlage,2019-01-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,55000,,51.46,7.64,1.0
344,ZP_ID_0196,AMP_NF_WA_Schwerte_Hengsen_1_bis_500kW,hydropower,Wasserkraftanlage,2019-01-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,2190000,,51.46,7.64,1.0
345,ZP_ID_0201,AMP_NF_WA_Schwerte_Westhofen_ab500kW,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,630000,,51.42,7.59,1.0
346,ZP_ID_0202,AMP_NF_WA_Schwerte_Westhofen_bis500kW,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,630000,,51.42,7.59,1.0
347,ZP_ID_0347,AMP_NF_WA_Sundern_Sorpe,hydropower,Wasserkraftanlage,2019-01-01T00:00:00,2018-08-14 02:00:00,,7275000,,51.35,7.97,1.0
348,ZP_ID_0200,AMP_NF_WA_Villigst_bis_500kW,hydropower,Wasserkraftanlage,2019-01-01T00:00:00,2017-01-16 01:00:00,2022-12-31T00:00:00,1350000,,51.44,7.6,1.0
1257,ZP_ID_1400,AMP_NF_WA_Werdohl_(RD),hydropower,Wasserkraftanlage,2021-10-01T00:00:00,,2022-11-30T00:00:00,380000,,51.25,7.75,1.0
349,ZP_ID_0399,AMP_NF_WA_Wickede_Echthausen,hydropower,Wasserkraftanlage,2019-01-01T00:00:00,2017-02-01 01:00:00,2022-12-31T00:00:00,1906000,,51.5,7.89,1.0
339,ZP_ID_0181,AMP_NF_Wasserkraft Bockeloh,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2016-05-01 02:00:00,,1950000,,51.25,7.8,1.0
340,ZP_ID_0182,AMP_NF_Wasserkraft Siesel,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2016-05-01 02:00:00,,1800000,,51.22,7.91,1.0
341,ZP_ID_0183,AMP_NF_Wasserkraft Wilhelmsthal,hydropower,Wasserkraftanlage,2016-05-01T00:00:00,2016-05-01 02:00:00,,1200000,,51.27,7.72,1.0
350,ZP_ID_0787,AMP_SO_Alpen-Veen,solar,Photovoltaikanlage,2019-01-28T00:00:00,2019-01-30 01:00:00,,205520,0.38,51.61,6.46,1.0
1631,ZP_ID_1672,AMP_SO_Alpen_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,129015,,51.6,6.46,1.0
1656,ZP_ID_1748,AMP_SO_Alpen_02,solar,Photovoltaikanlage,2022-05-01T00:00:00,2022-03-31 02:00:00,,221630,0.2,51.6,6.44,1.0
815,ZP_ID_0480,AMP_SO_Alsenz_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,1487000,,49.74,7.81,1.0
352,ZP_ID_0974,AMP_SO_Altena,solar,Photovoltaikanlage,2020-02-01T00:00:00,2019-12-11 01:00:00,,400000,,51.25,7.69,1.0
351,ZP_ID_0355,AMP_SO_Altena-Kleinendrescheid,solar,Photovoltaikanlage,2017-02-13T00:00:00,2020-02-01 01:00:00,,249000,0.51,51.27,7.66,1.0
353,ZP_ID_0978,AMP_SO_Altena_02,solar,Photovoltaikanlage,2020-02-01T00:00:00,2019-12-18 01:00:00,,199640,0.6,51.25,7.69,1.0
1404,ZP_ID_1521,AMP_SO_Altenberge_DE009019,solar,Photovoltaikanlage,2021-11-01T00:00:00,2018-10-01 02:00:00,,136800,0.7,52.04,7.47,1.0
354,ZP_ID_1036,AMP_SO_Altenstadt,solar,Photovoltaikanlage,2020-07-20T00:00:00,2020-03-31 02:00:00,,403080,0.4,47.8,10.85,1.0
355,ZP_ID_0768,AMP_SO_Anröchte-Altengeseke,solar,Photovoltaikanlage,2019-03-01T00:00:00,2019-01-14 01:00:00,,191580,,51.56,8.24,1.0
356,ZP_ID_0708,AMP_SO_Arnsberg,solar,Photovoltaikanlage,2019-01-01T00:00:00,2019-01-01 01:00:00,,272800,,51.43,8.03,1.0
1858,ZP_ID_1849,AMP_SO_Arnsberg _08,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-10-01 02:00:00,,128680,,51.4,7.9,1.0
357,ZP_ID_0841,AMP_SO_Arnsberg_02_(EB),solar,Photovoltaikanlage,2019-06-07T00:00:00,2019-04-23 02:00:00,2021-04-30T00:00:00,182000,,51.38,7.92,1.0
358,ZP_ID_0862,AMP_SO_Arnsberg_03,solar,Photovoltaikanlage,2019-09-17T00:00:00,2019-06-25 02:00:00,,189720,,51.43,7.96,1.0
359,ZP_ID_0883,AMP_SO_Arnsberg_04,solar,Photovoltaikanlage,2019-09-10T00:00:00,2019-02-12 01:00:00,,209040,,51.42,8.03,1.0
360,ZP_ID_1019,AMP_SO_Arnsberg_05,solar,Photovoltaikanlage,2020-06-22T00:00:00,2020-03-09 01:00:00,,137020,,51.47,7.92,1.0
966,ZP_ID_1220,AMP_SO_Arnsberg_07,solar,Photovoltaikanlage,2021-03-01T00:00:00,2021-03-01 01:00:00,,474640,0.8,51.46,7.95,1.0
1857,ZP_ID_1910,AMP_SO_Arnsberg_09,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-02-01 01:00:00,,96720,,51.4,7.9,1.0
1618,ZP_ID_1658,AMP_SO_Asbach,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-02-22 01:00:00,,216000,0.1,50.64,7.45,1.0
1377,ZP_ID_1475,AMP_SO_Aschaffenburg_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,277200,,49.99,9.17,1.0
1249,ZP_ID_1555,AMP_SO_Attendorn,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-11-16 01:00:00,,140700,0.9,51.15,7.92,1.0
1375,ZP_ID_1478,AMP_SO_Backnang_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,231950,,48.93,9.44,1.0
361,ZP_ID_0788,AMP_SO_Bad Bentheim,solar,Photovoltaikanlage,2019-03-01T00:00:00,2019-03-01 01:00:00,,504900,0.1,52.49,7.21,1.0
1895,ZP_ID_1872,AMP_SO_Bad Bentheim_02,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-01-01 01:00:00,,350000,0.4,52.31,7.06,1.0
362,ZP_ID_0416,AMP_SO_Bad Laasphe,solar,Photovoltaikanlage,2019-01-01T00:00:00,2019-07-18 02:00:00,,230100,,50.93,8.42,1.0
363,ZP_ID_0740,AMP_SO_Bad Laasphe_02,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-11-27 01:00:00,,237150,0.25,50.93,8.39,1.0
1366,ZP_ID_1524,AMP_SO_Bad Wünneberg_DE005021,solar,Photovoltaikanlage,2021-12-01T00:00:00,2018-10-01 02:00:00,,198320,0.7,51.52,8.71,1.0
1191,ZP_ID_1310,AMP_SO_Bad_Essen_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,306470,,52.31,8.46,1.0
364,ZP_ID_0669,AMP_SO_Bad_Laasphe_DE013100,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,160920,0.7,50.93,8.43,1.0
1306,ZP_ID_1446,AMP_SO_Bad_Wünnenberg_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,165830,,51.47,8.71,1.0
1334,ZP_ID_1443,AMP_SO_Bedburg-Hau_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,201270,,51.73,6.23,1.0
365,ZP_ID_0528,AMP_SO_Beelen,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-06-14 02:00:00,,208000,0.05,51.94,8.13,1.0
1938,ZP_ID_1917,AMP_SO_Beilstein,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-03-01 01:00:00,,202460,,49.04,9.31,1.0
1670,ZP_ID_1712,AMP_SO_Belm_DE009043_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,111690,,52.31,8.13,1.0
366,ZP_ID_0820,AMP_SO_Bengel,solar,Photovoltaikanlage,2020-07-13T00:00:00,2019-02-28 01:00:00,,180000,,50.02,7.06,1.0
955,ZP_ID_0905,AMP_SO_Bergheim,solar,Photovoltaikanlage,2020-12-01T00:00:00,2020-01-31 01:00:00,,743860,,50.94,6.63,1.0
816,ZP_ID_0995,AMP_SO_Bergheim_02,solar,Photovoltaikanlage,2020-04-06T00:00:00,2020-01-31 01:00:00,,240000,0.1,50.94,6.7,1.0
1623,ZP_ID_1819,AMP_SO_Bergisch Gladbach_02,solar,Photovoltaikanlage,2022-10-01T00:00:00,,,134400,0.8,50.96,7.15,1.0
367,ZP_ID_0349,AMP_SO_Bergisch-Gladbach,solar,Photovoltaikanlage,2017-03-24T00:00:00,2017-01-24 01:00:00,,296400,,50.98,7.11,1.0
368,ZP_ID_0763,AMP_SO_Bergkamen-Rünthe,solar,Photovoltaikanlage,2019-03-01T00:00:00,2019-01-10 01:00:00,,315580,,51.65,7.67,1.0
1693,ZP_ID_1733,AMP_SO_Bergkamen_DE032057_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,104040,,51.62,7.66,1.0
369,ZP_ID_0921,AMP_SO_Bergneustadt_DE002008,solar,Photovoltaikanlage,2019-11-01T00:00:00,2018-08-30 02:00:00,,132000,0.7,51.02,7.65,1.0
1361,ZP_ID_1519,AMP_SO_Bestwig_DE013049,solar,Photovoltaikanlage,2021-11-01T00:00:00,2018-10-01 02:00:00,,190180,0.7,51.36,8.41,1.0
370,ZP_ID_0698,AMP_SO_Billerbeck_DE009009,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,147960,0.7,51.99,7.29,1.0
1485,ZP_ID_1662,AMP_SO_Bochum Werne_DE032075,solar,Photovoltaikanlage,2022-04-01T00:00:00,2018-10-01 02:00:00,,185000,0.7,51.49,7.31,1.0
371,ZP_ID_0586,AMP_SO_Bochum _DE032090,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,143360,0.7,51.46,7.16,1.0
961,ZP_ID_1229,AMP_SO_Bochum_03,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-02-22 01:00:00,,143150,0.5,51.47,7.19,1.0
1696,ZP_ID_1720,AMP_SO_Bochum_DE032076_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,108000,,51.49,7.33,1.0
