ID,meter_point_key,park_key,park_type,park_type_human,Round_Day(markets_at),contract_at,Round_Day(expires_at),Leistung [W],ownconsumption,latitude,longitude,Performance
1408,ZP_ID_1508,TEN_SO_Herzlake_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,249500,,52.66,7.56,0.0
1772,ZP_ID_1889,TEN_SO_Hesel_DE015000ZL,solar,Photovoltaikanlage,2023-02-01T00:00:00,2018-10-01 02:00:00,,737040,0.7,53.3,7.59,0.0
1710,ZP_ID_1739,TEN_SO_Hesel_DE015000_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,2022-12-31T00:00:00,737040,,53.3,7.59,0.0
643,ZP_ID_0628,TEN_SO_Hesel_DE015006,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,124320,0.7,53.3,7.59,0.0
644,ZP_ID_0755,TEN_SO_Hespe,solar,Photovoltaikanlage,2019-04-25T00:00:00,2018-12-21 01:00:00,,370000,,52.32,9.11,0.0
646,ZP_ID_0711,TEN_SO_Hessisch Oldendorf_DE018060,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,184800,0.7,52.17,9.24,0.0
645,ZP_ID_0573,TEN_SO_Hessisch-Lichtenau_DE010034,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,128800,0.7,51.2,9.74,0.0
647,ZP_ID_0518,TEN_SO_Hille_01,solar,Photovoltaikanlage,2018-10-04T00:00:00,2018-05-14 02:00:00,,190400,,52.36,8.77,0.0
648,ZP_ID_0715,TEN_SO_Hille_02,solar,Photovoltaikanlage,2018-10-04T00:00:00,2017-10-30 01:00:00,,130200,,52.36,8.77,0.0
649,ZP_ID_0703,TEN_SO_Hohenlockstedt_DE004086,solar,Photovoltaikanlage,2018-12-01T00:00:00,2018-08-30 02:00:00,,118800,0.7,53.97,9.61,0.0
650,ZP_ID_0560,TEN_SO_Hohnhorst,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-20 02:00:00,,150060,,52.37,9.34,0.0
1678,ZP_ID_1719,TEN_SO_Holzminden_DE018011_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,108630,,51.84,9.47,0.0
651,ZP_ID_1096,TEN_SO_Homberg_DE010010,solar,Photovoltaikanlage,2020-10-14T00:00:00,2018-08-30 02:00:00,,154440,0.7,51.04,9.4,0.0
652,ZP_ID_0874,TEN_SO_Horn-Bad Meinberg,solar,Photovoltaikanlage,2019-09-01T00:00:00,2019-07-31 02:00:00,,215000,0.3,51.8,8.95,0.0
653,ZP_ID_1073,TEN_SO_Hoya_DE007087,solar,Photovoltaikanlage,2020-08-24T00:00:00,2018-10-01 02:00:00,,129360,0.7,52.8,9.14,0.0
1662,ZP_ID_1713,TEN_SO_Husum_DE004011_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,111280,,54.48,9.04,0.0
932,ZP_ID_1143,TEN_SO_Husum_DE004064,solar,Photovoltaikanlage,2020-12-01T00:00:00,2018-10-01 02:00:00,,180700,0.7,54.48,9.07,0.0
1779,ZP_ID_1789,TEN_SO_Hösbach,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-12 02:00:00,,404500,0.3,50.01,9.22,0.0
1230,ZP_ID_1367,TEN_SO_Hövelhof_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,2023-02-28T00:00:00,165240,,51.84,8.65,0.0
654,ZP_ID_0587,TEN_SO_Itzehoe_DE004038,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,118720,0.7,53.93,9.53,0.0
1787,ZP_ID_1860,TEN_SO_Itzehoe_DE004120,solar,Photovoltaikanlage,2023-01-01T00:00:00,2018-10-01 02:00:00,,185000,0.7,53.91,9.48,0.0
655,ZP_ID_0578,TEN_SO_Kappeln_DE004093,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,132720,0.7,54.67,9.92,0.0
656,ZP_ID_0918,TEN_SO_Kassel_DE010047,solar,Photovoltaikanlage,2020-02-11T00:00:00,2018-08-30 02:00:00,,176800,0.7,51.34,9.48,0.0
657,ZP_ID_0665,TEN_SO_Kassel_DE010065,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,160380,0.7,51.29,9.46,0.0
658,ZP_ID_0612,TEN_SO_Kellinghusen_DE004130,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,153440,0.7,53.95,9.71,0.0
659,ZP_ID_0926,TEN_SO_Kiel-Friedrichsort_DE004059,solar,Photovoltaikanlage,2020-04-01T00:00:00,2018-08-30 02:00:00,,154450,0.7,54.4,10.17,0.0
660,ZP_ID_0935,TEN_SO_Kirchhain_DE010025,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,151800,0.7,50.83,8.92,0.0
1841,ZP_ID_1840,TEN_SO_Korbach,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,144000,0.8,51.27,8.86,0.0
844,ZP_ID_0764,TEN_SO_Korbach-Lengefeld,solar,Photovoltaikanlage,2019-01-23T00:00:00,2019-01-10 01:00:00,,285200,,51.27,8.83,0.0
845,ZP_ID_1046,TEN_SO_Korbach_DE013092,solar,Photovoltaikanlage,2020-05-14T00:00:00,2018-08-30 02:00:00,,205840,0.7,51.26,8.87,0.0
1559,ZP_ID_1603,TEN_SO_Krummennaab- Thumsenreuth,solar,Photovoltaikanlage,2022-01-01T00:00:00,2022-01-01 01:00:00,,3649400,,49.64,12.04,0.0
663,ZP_ID_0958,TEN_SO_Krummhörn_DE015065,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,169260,0.7,53.43,7.11,0.0
661,ZP_ID_0924,TEN_SO_Köddingen_01,solar,Photovoltaikanlage,2020-04-06T00:00:00,2019-09-30 02:00:00,,448640,,50.62,9.21,0.0
662,ZP_ID_0925,TEN_SO_Köddingen_02,solar,Photovoltaikanlage,2020-04-06T00:00:00,2019-09-30 02:00:00,,729295,,50.62,9.21,0.0
933,ZP_ID_1130,TEN_SO_Köddingen_03,solar,Photovoltaikanlage,2020-05-01T00:00:00,2020-10-09 02:00:00,,15410,,50.62,9.21,0.0
1665,ZP_ID_1721,TEN_SO_Laatzen_DE006060_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,107610,,52.29,9.82,0.0
664,ZP_ID_0579,TEN_SO_Laboe_DE004101,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,154560,0.7,54.4,10.23,0.0
665,ZP_ID_0594,TEN_SO_Lage_DE005017,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,205520,0.7,51.99,8.79,0.0
666,ZP_ID_0647,TEN_SO_Langelsheim_DE014032,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,156880,0.7,51.93,10.35,0.0
1013,ZP_ID_1203,TEN_SO_Langenhagen_DE006002,solar,Photovoltaikanlage,2021-12-01T00:00:00,2018-08-30 02:00:00,,135850,0.7,52.43,9.68,0.0
667,ZP_ID_0955,TEN_SO_Langenhagen_DE006005,solar,Photovoltaikanlage,2019-12-01T00:00:00,2018-08-30 02:00:00,,153760,0.7,52.45,9.72,0.0
668,ZP_ID_0635,TEN_SO_Lathen_DE025044,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,134090,0.7,52.86,7.32,0.0
669,ZP_ID_0561,TEN_SO_Lauenburg_DE003030,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,132080,0.7,53.37,10.55,0.0
873,ZP_ID_1113,TEN_SO_Lauenhagen,solar,Photovoltaikanlage,2020-10-01T00:00:00,2020-09-11 02:00:00,,174570,0.15,52.36,9.21,0.0
1060,ZP_ID_1242,TEN_SO_Leck_DE004033,solar,Photovoltaikanlage,2021-04-01T00:00:00,2018-10-01 02:00:00,,164280,0.7,54.78,8.98,0.0
1014,ZP_ID_1179,TEN_SO_Leer-Loga_DE015030,solar,Photovoltaikanlage,2021-04-01T00:00:00,2018-08-30 02:00:00,,198320,0.7,53.24,7.5,0.0
670,ZP_ID_0501,TEN_SO_Lemgo,solar,Photovoltaikanlage,2018-04-01T00:00:00,2018-02-20 01:00:00,,400200,,52.02,8.89,0.0
671,ZP_ID_0834,TEN_SO_Lemgo_DE018102,solar,Photovoltaikanlage,2019-07-04T00:00:00,2018-08-30 02:00:00,,189750,0.7,52.02,8.89,0.0
934,ZP_ID_1115,TEN_SO_Lengede-Broistedt_DE014040,solar,Photovoltaikanlage,2020-11-01T00:00:00,2018-10-01 02:00:00,,166850,0.7,52.19,10.32,0.0
1828,ZP_ID_1825,TEN_SO_Lichtenfels,solar,Photovoltaikanlage,2022-10-01T00:00:00,,,99840,,50.17,11.07,0.0
672,ZP_ID_0988,TEN_SO_Lindhorst,solar,Photovoltaikanlage,2020-02-01T00:00:00,2020-01-07 01:00:00,,220160,0.6,52.35,9.29,0.0
1015,ZP_ID_1161,TEN_SO_Lindhorst_DE018089,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,182910,0.7,52.35,9.29,0.0
673,ZP_ID_0574,TEN_SO_Lohfelden_DE010017,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,143310,0.7,51.29,9.55,0.0
1016,ZP_ID_1199,TEN_SO_Lohne_DE007025,solar,Photovoltaikanlage,2021-04-01T00:00:00,2018-08-30 02:00:00,,163680,0.7,52.68,8.25,0.0
674,ZP_ID_0706,TEN_SO_Luhden,solar,Photovoltaikanlage,2018-12-01T00:00:00,2018-10-25 02:00:00,,161700,,52.22,9.09,0.0
1049,ZP_ID_1232,TEN_SO_Löhne,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-02-24 01:00:00,,320260,0.7,52.18,8.76,0.0
1712,ZP_ID_1742,TEN_SO_Lübeck-Travemünde_DE033037_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,115260,,53.96,10.86,0.0
1017,ZP_ID_1193,TEN_SO_Lübeck_DE033052,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,198990,0.7,53.9,10.71,0.0
1483,ZP_ID_1634,TEN_SO_Lüchow_DE003007,solar,Photovoltaikanlage,2022-03-01T00:00:00,2018-10-01 02:00:00,,180000,0.7,52.97,11.15,0.0
1681,ZP_ID_1734,TEN_SO_Lügde_DE018040_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,104040,,51.97,9.25,0.0
675,ZP_ID_0008,TEN_SO_Maisach,solar,Photovoltaikanlage,2015-05-01T00:00:00,2020-01-23 01:00:00,2022-12-31T00:00:00,998500,,47.84,12.05,0.0
1677,ZP_ID_1697,TEN_SO_Marburg-Wehrda_DE010078_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,170000,,50.84,8.77,0.0
1846,ZP_ID_1838,TEN_SO_Marktheidenfeld,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,186000,0.8,49.85,9.6,0.0
676,ZP_ID_0009,TEN_SO_Marktleugast,solar,Photovoltaikanlage,2015-05-01T00:00:00,2015-05-01 02:00:00,2022-12-31T00:00:00,2797560,,50.11,11.38,0.0
1560,ZP_ID_1602,TEN_SO_Marktrodach,solar,Photovoltaikanlage,2022-01-01T00:00:00,2022-01-01 01:00:00,,2094000,,50.25,11.39,0.0
677,ZP_ID_0963,TEN_SO_Marne_DE004119,solar,Photovoltaikanlage,2020-01-01T00:00:00,2018-08-30 02:00:00,,143220,0.7,53.96,9.01,0.0
678,ZP_ID_1016,TEN_SO_Meerbeck,solar,Photovoltaikanlage,2020-04-01T00:00:00,2020-02-28 01:00:00,,465650,,52.34,9.14,0.0
679,ZP_ID_0707,TEN_SO_Meinersen_DE006036,solar,Photovoltaikanlage,2018-11-12T00:00:00,2018-08-30 02:00:00,,147840,0.7,52.48,10.37,0.0
1435,ZP_ID_1608,TEN_SO_Melsungen_DE010035,solar,Photovoltaikanlage,2022-02-01T00:00:00,2018-10-01 02:00:00,,194560,0.7,51.13,9.55,0.0
807,ZP_ID_0512,TEN_SO_Minden,solar,Photovoltaikanlage,2018-05-01T00:00:00,2018-04-16 02:00:00,,292600,0.5,53.31,8.88,0.0
1592,ZP_ID_1687,TEN_SO_Minden_02,solar,Photovoltaikanlage,2022-05-01T00:00:00,2022-03-15 01:00:00,,150000,0.95,52.31,8.89,0.0
680,ZP_ID_0928,TEN_SO_Minden_DE018036,solar,Photovoltaikanlage,2020-01-13T00:00:00,2018-08-30 02:00:00,,157300,0.7,52.31,8.88,0.0
1903,ZP_ID_1904,TEN_SO_Minden_DE018092,solar,Photovoltaikanlage,2023-02-01T00:00:00,2018-10-01 02:00:00,,195360,0.7,52.27,8.89,0.0
681,ZP_ID_0811,TEN_SO_Molbergen_DE025053,solar,Photovoltaikanlage,2019-04-10T00:00:00,2018-08-30 02:00:00,,221940,0.7,52.86,7.93,0.0
1256,ZP_ID_1429,TEN_SO_Moosburg_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,114240,,48.47,11.93,0.0
1805,ZP_ID_1818,TEN_SO_Munster_DE003012,solar,Photovoltaikanlage,2022-10-01T00:00:00,2018-10-01 02:00:00,,222000,0.7,52.99,10.09,0.0
1323,ZP_ID_1650,TEN_SO_Mölln_DE016080,solar,Photovoltaikanlage,2022-03-01T00:00:00,2018-10-01 02:00:00,,185000,0.7,53.61,10.68,0.0
1650,ZP_ID_1699,TEN_SO_Mömlingen_(RD),solar,Photovoltaikanlage,2022-04-01T00:00:00,,,137520,,49.85,9.08,0.0
682,ZP_ID_0837,TEN_SO_Mözen,solar,Photovoltaikanlage,2019-10-01T00:00:00,2019-04-09 02:00:00,,714210,,53.92,10.25,0.0
683,ZP_ID_0871,TEN_SO_Mücke,solar,Photovoltaikanlage,2020-04-06T00:00:00,2019-07-14 02:00:00,,748650,,50.64,9.04,0.0
1676,ZP_ID_1729,TEN_SO_Nahe_DE016070_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,105570,,53.8,10.15,0.0
1199,ZP_ID_1323,TEN_SO_Neu_Duvenstedt_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,177840,,54.35,9.7,0.0
684,ZP_ID_0985,TEN_SO_Neukirchen_DE010077,solar,Photovoltaikanlage,2020-02-01T00:00:00,2018-08-30 02:00:00,,151800,0.7,50.87,9.34,0.0
1018,ZP_ID_1174,TEN_SO_Neumünster_DE004052,solar,Photovoltaikanlage,2020-12-01T00:00:00,2018-08-30 02:00:00,,183520,0.7,54.1,9.98,0.0
686,ZP_ID_0968,TEN_SO_Neustadt am Rübenberge_DE006072,solar,Photovoltaikanlage,2020-01-01T00:00:00,2018-08-30 02:00:00,,198450,0.7,52.58,9.59,0.0
687,ZP_ID_0583,TEN_SO_Neustadt am Rübenberge_DE018074,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,124800,0.7,52.51,9.45,0.0
935,ZP_ID_1150,TEN_SO_Neustadt in Holstein,solar,Photovoltaikanlage,2021-03-01T00:00:00,2020-10-28 01:00:00,,135360,0.5,54.09,10.79,0.0
1785,ZP_ID_1800,TEN_SO_Neustadt_DE033058,solar,Photovoltaikanlage,2022-09-01T00:00:00,2018-10-01 02:00:00,,207000,0.7,54.1,10.83,0.0
1590,ZP_ID_1639,TEN_SO_Neutraubling_(RD),solar,Photovoltaikanlage,2022-02-01T00:00:00,,2022-10-31T00:00:00,1020000,,48.98,12.19,0.0
685,ZP_ID_0508,TEN_SO_Neuötting,solar,Photovoltaikanlage,2018-05-25T00:00:00,2018-03-13 01:00:00,,216000,,48.24,12.71,0.0
1255,ZP_ID_1403,TEN_SO_Nidda_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,276950,,50.43,8.98,0.0
1666,ZP_ID_1732,TEN_SO_Nienburg_DE007031_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,104550,,52.66,9.22,0.0
688,ZP_ID_1022,TEN_SO_Nienburg_DE007104,solar,Photovoltaikanlage,2020-05-08T00:00:00,2018-08-30 02:00:00,,288750,0.7,52.63,9.22,0.0
1137,ZP_ID_1305,TEN_SO_Norden_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,491280,,53.57,7.23,0.0
689,ZP_ID_0608,TEN_SO_Nordstemmen_DE014067,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,128800,0.7,52.16,9.79,0.0
936,ZP_ID_1117,TEN_SO_Nortorf_DE004000,solar,Photovoltaikanlage,2020-10-01T00:00:00,2018-10-01 02:00:00,,741840,0.7,54.16,9.85,0.0
1379,ZP_ID_1476,TEN_SO_Nürnberg_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,273540,,49.47,11.08,0.0
1279,ZP_ID_1419,TEN_SO_Obernburg_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,156060,,49.85,9.12,0.0
690,ZP_ID_0833,TEN_SO_Obernkirchen_02,solar,Photovoltaikanlage,2019-06-01T00:00:00,2019-04-03 02:00:00,,288550,0.3,52.28,9.14,0.0
1071,ZP_ID_1250,TEN_SO_Obernkirchen_03,solar,Photovoltaikanlage,2021-05-01T00:00:00,2021-03-26 01:00:00,,180230,0.5,52.27,9.13,0.0
691,ZP_ID_0758,TEN_SO_Oerlenbach-Rottershausen,solar,Photovoltaikanlage,2019-04-05T00:00:00,2019-12-29 01:00:00,,499770,,50.17,10.16,0.0
1019,ZP_ID_1183,TEN_SO_Oerlinghausen_DE005081,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,170180,0.7,51.95,8.66,0.0
692,ZP_ID_1007,TEN_SO_Oldenburg in Holstein_DE033066,solar,Photovoltaikanlage,2020-04-01T00:00:00,2018-08-30 02:00:00,,169260,0.7,54.29,10.89,0.0
693,ZP_ID_0673,TEN_SO_Oldenburg_(WL),solar,Photovoltaikanlage,2019-02-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,171100,,53.16,8.17,0.0
694,ZP_ID_1017,TEN_SO_Oldenburg_DE015067,solar,Photovoltaikanlage,2020-04-01T00:00:00,2018-08-30 02:00:00,,176900,0.7,53.18,8.23,0.0
1817,ZP_ID_1822,TEN_SO_Osterhofen,solar,Photovoltaikanlage,2022-10-01T00:00:00,,,131000,,48.67,13.02,0.0
1,ZP_ID_1018,50H_KWK_Burg,cogeneration,Kraft-Wärme-Kopplung,2020-05-01T00:00:00,2020-03-04 01:00:00,,142000,,51.84,14.15,0.0
1262,ZP_ID_1391,50H_NF_BI_Nauen_01_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,,,537000,,52.6,12.85,0.0
1263,ZP_ID_1392,50H_NF_BI_Nauen_02_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,,,537000,,52.6,12.85,0.0
1400,ZP_ID_1505,50H_NF_BI_Schönefeld_OT Großziethen_01_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,,2022-01-31T00:00:00,308000,,52.4,13.46,0.0
1401,ZP_ID_1506,50H_NF_BI_Schönefeld_OT Großziethen_02_(RD),biomass,Biomasseanlage,2021-10-01T00:00:00,2021-10-01 02:00:00,2022-01-31T00:00:00,308000,,52.4,13.46,0.0
2,ZP_ID_0947,50H_SO_Adorf,solar,Photovoltaikanlage,2019-11-01T00:00:00,2019-10-23 02:00:00,,465000,,50.31,12.2,0.0
1086,ZP_ID_1282,50H_SO_Adorf_DE031085,solar,Photovoltaikanlage,2021-09-01T00:00:00,2018-10-01 02:00:00,,129310,0.7,50.31,12.25,0.0
3,ZP_ID_0534,50H_SO_Allstedt,solar,Photovoltaikanlage,2018-06-19T00:00:00,2018-06-13 02:00:00,,111950,,51.41,11.35,0.0
1370,ZP_ID_1470,50H_SO_Allstedt_02,solar,Photovoltaikanlage,2021-11-01T00:00:00,2021-09-27 02:00:00,,159840,0.3,51.4,11.38,0.0
1186,ZP_ID_1302,50H_SO_Altenburg_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,685900,,51.01,12.45,0.0
4,ZP_ID_0709,50H_SO_Altenburg_DE021070,solar,Photovoltaikanlage,2018-11-20T00:00:00,2018-08-30 02:00:00,,124200,0.7,51.0,12.44,0.0
5,ZP_ID_0619,50H_SO_Altentreptow_DE029029,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,165200,0.7,53.69,13.25,0.0
6,ZP_ID_0591,50H_SO_Altglienicke_DE028052,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,109200,0.7,52.41,13.52,0.0
1157,ZP_ID_1304,50H_SO_Ammern_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,460200,,51.24,10.45,0.0
1118,ZP_ID_1540,50H_SO_Ammern_DE031003,solar,Photovoltaikanlage,2021-12-01T00:00:00,2018-10-01 02:00:00,,190920,0.7,51.24,10.46,0.0
1897,ZP_ID_1906,50H_SO_Angermünde_DE024028,solar,Photovoltaikanlage,2023-02-01T00:00:00,2018-10-01 02:00:00,,187220,0.7,53.02,14.01,0.0
7,ZP_ID_1015,50H_SO_Anklam_DE029038,solar,Photovoltaikanlage,2020-04-29T00:00:00,2018-08-30 02:00:00,,173250,0.7,53.86,13.69,0.0
979,ZP_ID_1211,50H_SO_Anrode_01,solar,Photovoltaikanlage,2021-01-01T00:00:00,2020-12-10 01:00:00,,748000,,51.25,10.36,0.0
980,ZP_ID_1212,50H_SO_Anrode_02,solar,Photovoltaikanlage,2021-01-01T00:00:00,2020-12-10 01:00:00,,748800,,51.26,10.36,0.0
8,ZP_ID_0917,50H_SO_Apolda,solar,Photovoltaikanlage,2019-11-01T00:00:00,2019-09-24 02:00:00,,499720,0.11,51.0,11.45,0.0
1235,ZP_ID_1371,50H_SO_Apolda_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,139230,,51.01,11.47,0.0
981,ZP_ID_1158,50H_SO_Arnstadt_DE031040,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,121940,0.7,50.86,10.96,0.0
9,ZP_ID_0719,50H_SO_Artern_01,solar,Photovoltaikanlage,2018-12-01T00:00:00,2018-06-24 02:00:00,,749550,,51.37,11.29,0.0
10,ZP_ID_0720,50H_SO_Artern_02,solar,Photovoltaikanlage,2018-12-01T00:00:00,2018-06-24 02:00:00,,746700,,51.37,11.29,0.0
11,ZP_ID_1069,50H_SO_Artern_03,solar,Photovoltaikanlage,2020-09-08T00:00:00,2020-06-23 02:00:00,,436920,,51.37,11.29,0.0
12,ZP_ID_0859,50H_SO_Aschersleben,solar,Photovoltaikanlage,2019-08-01T00:00:00,2019-06-20 02:00:00,2022-12-31T00:00:00,2428850,,51.77,11.48,0.0
905,VZP_ID_215,50H_SO_Aschersleben_02,solar,Photovoltaikanlage,2020-08-05T00:00:00,2020-06-14 02:00:00,,809160,,51.77,11.45,0.0
906,VZP_ID_216,50H_SO_Aschersleben_03,solar,Photovoltaikanlage,2020-12-01T00:00:00,2020-10-26 01:00:00,,777920,,51.77,11.44,0.0
14,ZP_ID_1100,50H_SO_Aschersleben_DE026073,solar,Photovoltaikanlage,2020-09-01T00:00:00,2018-08-30 02:00:00,,139260,0.7,51.76,11.45,0.0
15,ZP_ID_0630,50H_SO_Aschersleben_DE026074,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,136080,0.7,51.75,11.46,0.0
16,ZP_ID_0407,50H_SO_Aspenstedt,solar,Photovoltaikanlage,2017-10-01T00:00:00,2017-07-04 02:00:00,,129870,,51.94,10.95,0.0
1163,ZP_ID_1343,50H_SO_Axien_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,117000,,51.7,12.88,0.0
17,ZP_ID_0563,50H_SO_Bad Düben_DE021039,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,112560,0.7,51.6,12.59,0.0
18,ZP_ID_0912,50H_SO_Bad Freienwalde_DE024015,solar,Photovoltaikanlage,2020-08-20T00:00:00,2018-08-30 02:00:00,,168840,0.7,52.79,14.04,0.0
19,ZP_ID_0514,50H_SO_Bad Langensalza,solar,Photovoltaikanlage,2018-06-26T00:00:00,2017-12-18 01:00:00,,119350,,51.12,10.64,0.0
20,ZP_ID_0542,50H_SO_Bad Schmiedeberg_01,solar,Photovoltaikanlage,2018-10-30T00:00:00,2018-07-25 02:00:00,,749840,,51.74,12.77,0.0
21,ZP_ID_0543,50H_SO_Bad Schmiedeberg_02,solar,Photovoltaikanlage,2018-10-26T00:00:00,2018-07-25 02:00:00,,637150,,51.75,12.76,0.0
1243,ZP_ID_1363,50H_SO_Bad_Langensalza_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,250390,,51.13,10.68,0.0
1200,ZP_ID_1321,50H_SO_Bad_Langensalza_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,195000,,51.08,10.58,0.0
1203,ZP_ID_1324,50H_SO_Bad_Langensalza_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,165000,,51.08,10.58,0.0
1170,ZP_ID_1351,50H_SO_Bad_Langensalza_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,104000,,51.08,10.58,0.0
1692,ZP_ID_1704,50H_SO_Bad_Langensalza_DE031043_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,126360,,51.11,10.66,0.0
22,ZP_ID_0812,50H_SO_Ballenstedt,solar,Photovoltaikanlage,2019-06-25T00:00:00,2019-02-23 01:00:00,,698820,,51.74,11.18,0.0
23,ZP_ID_0829,50H_SO_Ballenstedt_02,solar,Photovoltaikanlage,2019-06-25T00:00:00,2019-03-21 01:00:00,,749840,,51.74,11.17,0.0
1974,ZP_ID_1941,50H_SO_Bandelstorf,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,131480,,54.04,12.29,0.0
24,ZP_ID_0976,50H_SO_Barchfeld-Immelborn,solar,Photovoltaikanlage,2020-02-01T00:00:00,2019-12-10 01:00:00,,749700,,50.81,10.3,0.0
25,ZP_ID_0592,50H_SO_Barth_DE029004,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,182000,0.7,54.36,12.72,0.0
1475,ZP_ID_1605,50H_SO_Bautzen_DE036067,solar,Photovoltaikanlage,2022-02-01T00:00:00,2018-10-01 02:00:00,,182400,0.7,51.18,14.4,0.0
1975,ZP_ID_1943,50H_SO_Bentwisch,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,139350,,54.12,12.23,0.0
1965,ZP_ID_1937,50H_SO_Berga_01,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,440250,,51.46,11.0,0.0
1269,ZP_ID_1398,50H_SO_Berge_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,455455,,52.62,12.79,0.0
1160,ZP_ID_1292,50H_SO_Bergen_DE029002,solar,Photovoltaikanlage,2021-09-01T00:00:00,2018-10-01 02:00:00,,165020,0.7,54.41,13.42,0.0
1641,ZP_ID_1682,50H_SO_Bergholz_01_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,738990,,53.44,14.17,0.0
1642,ZP_ID_1685,50H_SO_Bergholz_02_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,209505,,53.44,14.17,0.0
982,ZP_ID_1207,50H_SO_Berkenbrück,solar,Photovoltaikanlage,2021-03-15T00:00:00,2020-12-09 01:00:00,,749760,,52.35,14.15,0.0
