id,meter_point_key,park_key,park_type,Round_Month(markets_at),contract_at,Round_Month(expires_at),power,ownconsumption,latitude,longitude,contract_type
1,"ZP_ID_1018","50H_KWK_Burg","cogeneration",2020-05-01T00:00:00,"2020-03-04 01:00:00",,142000,,51.8424268,14.1477495,"online"
1262,"ZP_ID_1391","50H_NF_BI_Nauen_01_(RD)","biomass",2021-10-01T00:00:00,,,537000,,52.59859,12.84526,"redispatch_only"
1263,"ZP_ID_1392","50H_NF_BI_Nauen_02_(RD)","biomass",2021-10-01T00:00:00,,,537000,,52.59859,12.84526,"redispatch_only"
2,"ZP_ID_0947","50H_SO_Adorf","solar",2019-11-01T00:00:00,"2019-10-23 02:00:00",,465000,,50.3132714,12.1988931,"online"
1086,"ZP_ID_1282","50H_SO_Adorf_DE031085","solar",2021-09-01T00:00:00,"2018-10-01 02:00:00",,129310,0.7,50.3083699,12.2534249,"online_special"
3,"ZP_ID_0534","50H_SO_Allstedt","solar",2018-06-01T00:00:00,"2018-06-13 02:00:00",,111950,,51.409302,11.351843,"online"
1370,"ZP_ID_1470","50H_SO_Allstedt_02","solar",2021-11-01T00:00:00,"2021-09-27 02:00:00",,159840,0.3,51.4002083,11.3813918,"online"
1186,"ZP_ID_1302","50H_SO_Altenburg_(RD)","solar",2021-10-01T00:00:00,,,685900,,51.0055,12.45298,"redispatch_only"
4,"ZP_ID_0709","50H_SO_Altenburg_DE021070","solar",2018-11-01T00:00:00,"2018-08-30 02:00:00",,124200,0.7,50.9998384,12.4402184,"online_special"
5,"ZP_ID_0619","50H_SO_Altentreptow_DE029029","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,165200,0.7,53.688585,13.2492663,"online_special"
6,"ZP_ID_0591","50H_SO_Altglienicke_DE028052","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,109200,0.7,52.40569,13.5235125,"online_special"
1157,"ZP_ID_1304","50H_SO_Ammern_(RD)","solar",2021-10-01T00:00:00,,,460200,,51.2380106,10.453264,"redispatch_only"
1118,"ZP_ID_1540","50H_SO_Ammern_DE031003","solar",2021-12-01T00:00:00,"2018-10-01 02:00:00",,190920,0.7,51.2398573,10.4591351,"online_special"
1897,"ZP_ID_1906","50H_SO_Angermünde_DE024028","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,187220,0.7,53.0163094,14.013567,"online_special"
7,"ZP_ID_1015","50H_SO_Anklam_DE029038","solar",2020-04-01T00:00:00,"2018-08-30 02:00:00",,173250,0.7,53.8594541,13.69392263,"online_special"
979,"ZP_ID_1211","50H_SO_Anrode_01","solar",2021-01-01T00:00:00,"2020-12-10 01:00:00",,748000,,51.254313,10.360996,"online_no_login"
980,"ZP_ID_1212","50H_SO_Anrode_02","solar",2021-01-01T00:00:00,"2020-12-10 01:00:00",,748800,,51.25569,10.36195,"online_no_login"
8,"ZP_ID_0917","50H_SO_Apolda","solar",2019-11-01T00:00:00,"2019-09-24 02:00:00",,499720,0.11,51.0007471,11.446442,"online"
1235,"ZP_ID_1371","50H_SO_Apolda_02_(RD)","solar",2021-10-01T00:00:00,,,139230,,51.0112314,11.4715272,"redispatch_only"
981,"ZP_ID_1158","50H_SO_Arnstadt_DE031040","solar",2021-01-01T00:00:00,"2018-08-30 02:00:00",,121940,0.7,50.858286,10.9598494,"online_special"
9,"ZP_ID_0719","50H_SO_Artern_01","solar",2018-12-01T00:00:00,"2018-06-24 02:00:00",,749550,,51.37495575,11.28505003,"online"
10,"ZP_ID_0720","50H_SO_Artern_02","solar",2018-12-01T00:00:00,"2018-06-24 02:00:00",,746700,,51.3740968,11.28758,"online"
11,"ZP_ID_1069","50H_SO_Artern_03","solar",2020-09-01T00:00:00,"2020-06-23 02:00:00",,436920,,51.3740968,11.28758,"online"
905,"VZP_ID_215","50H_SO_Aschersleben_02","solar",2020-08-01T00:00:00,"2020-06-14 02:00:00",,809160,,51.7670984,11.449457,"online"
906,"VZP_ID_216","50H_SO_Aschersleben_03","solar",2020-12-01T00:00:00,"2020-10-26 01:00:00",,777920,,51.77137,11.44428,"online"
14,"ZP_ID_1100","50H_SO_Aschersleben_DE026073","solar",2020-09-01T00:00:00,"2018-08-30 02:00:00",,139260,0.7,51.7628399,11.4495476,"online_special"
15,"ZP_ID_0630","50H_SO_Aschersleben_DE026074","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,136080,0.7,51.750164,11.4600813,"online_special"
16,"ZP_ID_0407","50H_SO_Aspenstedt","solar",2017-10-01T00:00:00,"2017-07-04 02:00:00",,129870,,51.935335,10.946999,"online"
1163,"ZP_ID_1343","50H_SO_Axien_(RD)","solar",2021-10-01T00:00:00,,,117000,,51.7023598,12.8808962,"redispatch_only"
17,"ZP_ID_0563","50H_SO_Bad Düben_DE021039","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,112560,0.7,51.599471,12.5918854,"online_special"
18,"ZP_ID_0912","50H_SO_Bad Freienwalde_DE024015","solar",2020-08-01T00:00:00,"2018-08-30 02:00:00",,168840,0.7,52.7945387,14.0433842,"online_special"
19,"ZP_ID_0514","50H_SO_Bad Langensalza","solar",2018-06-01T00:00:00,"2017-12-18 01:00:00",,119350,,51.120045,10.638821,"online"
20,"ZP_ID_0542","50H_SO_Bad Schmiedeberg_01","solar",2018-10-01T00:00:00,"2018-07-25 02:00:00",,749840,,51.7431953,12.771962,"online_no_login"
21,"ZP_ID_0543","50H_SO_Bad Schmiedeberg_02","solar",2018-10-01T00:00:00,"2018-07-25 02:00:00",,637150,,51.7515689,12.7551455,"online_no_login"
1243,"ZP_ID_1363","50H_SO_Bad_Langensalza_(RD)","solar",2021-10-01T00:00:00,,,250390,,51.1281181,10.6755601,"redispatch_only"
1200,"ZP_ID_1321","50H_SO_Bad_Langensalza_01_(RD)","solar",2021-10-01T00:00:00,,,195000,,51.0824119,10.5780478,"redispatch_only"
1203,"ZP_ID_1324","50H_SO_Bad_Langensalza_02_(RD)","solar",2021-10-01T00:00:00,,,165000,,51.0824119,10.5780478,"redispatch_only"
1170,"ZP_ID_1351","50H_SO_Bad_Langensalza_03_(RD)","solar",2021-10-01T00:00:00,,,104000,,51.0824119,10.5780478,"redispatch_only"
1692,"ZP_ID_1704","50H_SO_Bad_Langensalza_DE031043_(RD)","solar",2022-03-01T00:00:00,,,126360,,51.1063461,10.6550238,"redispatch_only_special"
22,"ZP_ID_0812","50H_SO_Ballenstedt","solar",2019-06-01T00:00:00,"2019-02-23 01:00:00",,698820,,51.739595,11.17753,"online_no_login"
23,"ZP_ID_0829","50H_SO_Ballenstedt_02","solar",2019-06-01T00:00:00,"2019-03-21 01:00:00",,749840,,51.736671,11.1702521,"online_no_login"
1974,"ZP_ID_1941","50H_SO_Bandelstorf","solar",2023-04-01T00:00:00,"2023-04-01 02:00:00",,131480,,54.0370686,12.2935243,"online"
24,"ZP_ID_0976","50H_SO_Barchfeld-Immelborn","solar",2020-02-01T00:00:00,"2019-12-10 01:00:00",,749700,,50.80904945,10.2961157,"online_no_login"
25,"ZP_ID_0592","50H_SO_Barth_DE029004","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,182000,0.7,54.356539,12.7197968,"online_special"
1475,"ZP_ID_1605","50H_SO_Bautzen_DE036067","solar",2022-02-01T00:00:00,"2018-10-01 02:00:00",,182400,0.7,51.1802198,14.4036505,"online_special"
1975,"ZP_ID_1943","50H_SO_Bentwisch","solar",2023-04-01T00:00:00,"2023-04-01 02:00:00",,139350,,54.1212676,12.2303345,"online"
1965,"ZP_ID_1937","50H_SO_Berga_01","solar",2023-04-01T00:00:00,"2023-04-01 02:00:00",,440250,,51.4563966,10.9994059,"online"
1269,"ZP_ID_1398","50H_SO_Berge_(RD)","solar",2021-10-01T00:00:00,,,455455,,52.6195588,12.7899253,"redispatch_only"
1160,"ZP_ID_1292","50H_SO_Bergen_DE029002","solar",2021-09-01T00:00:00,"2018-10-01 02:00:00",,165020,0.7,54.408456,13.4156141,"online_special"
1641,"ZP_ID_1682","50H_SO_Bergholz_01_(RD)","solar",2022-03-01T00:00:00,,,738990,,53.4365794,14.173173,"redispatch_only"
1642,"ZP_ID_1685","50H_SO_Bergholz_02_(RD)","solar",2022-03-01T00:00:00,,,209505,,53.4365794,14.173173,"redispatch_only"
982,"ZP_ID_1207","50H_SO_Berkenbrück","solar",2021-03-01T00:00:00,"2020-12-09 01:00:00",,749760,,52.3541148,14.15266088,"online_no_login"
27,"ZP_ID_1054","50H_SO_Berlin Lichtenberg_DE024067","solar",2020-07-01T00:00:00,"2018-10-01 02:00:00",,188480,0.7,52.52679605,13.45826664,"online_special"
28,"ZP_ID_0655","50H_SO_Berlin Müggelheim_DE028036","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,121900,0.7,52.414012,13.6581063,"online_special"
1716,"ZP_ID_1914","50H_SO_Berlin-Kaulsdorf_DE028059","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,166500,0.7,52.504969,13.58151,"online_special"
26,"ZP_ID_1061","50H_SO_Berlin-Marzahn_DE024042","solar",2020-08-01T00:00:00,"2018-10-01 02:00:00",,128700,0.7,52.540061,13.608455,"online_special"
1646,"ZP_ID_1695","50H_SO_Berlin_(RD)","solar",2022-03-01T00:00:00,,,475200,,52.6054222,13.3660465,"redispatch_only"
907,"ZP_ID_1127","50H_SO_Berlin_01","solar",2020-10-01T00:00:00,"2020-10-05 02:00:00",,214119,,52.5240124,13.3735049,"online"
983,"ZP_ID_1198","50H_SO_Berlin_DE020005","solar",2021-12-01T00:00:00,"2018-08-30 02:00:00",,163680,0.7,52.5270964,13.23781295,"online_special"
940,"ZP_ID_1148","50H_SO_Berlin_DE020031","solar",2020-12-01T00:00:00,"2018-10-01 02:00:00",,149480,0.7,52.4188,13.39152,"online_special"
1688,"ZP_ID_1702","50H_SO_Berlin_DE020034_(RD)","solar",2022-03-01T00:00:00,,,131580,,52.5329415,13.197936,"redispatch_only_special"
29,"ZP_ID_0632","50H_SO_Berlin_DE024011","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,120400,0.7,52.516961,13.5898073,"online_special"
30,"ZP_ID_0607","50H_SO_Berlin_DE024056","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,119600,0.7,52.484398,13.3521049,"online_special"
31,"ZP_ID_0627","50H_SO_Berlin_DE024066","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,147840,0.7,52.549417,13.5636245,"online_special"
32,"ZP_ID_0656","50H_SO_Berlin_DE028015","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,110240,0.7,52.441293,13.5614075,"online_special"
33,"ZP_ID_0920","50H_SO_Bernau_DE024061","solar",2019-12-01T00:00:00,"2018-08-30 02:00:00",,177100,0.7,52.6837483,13.5582602,"online_special"
34,"ZP_ID_0932","50H_SO_Beucha_DE021000","solar",2020-01-01T00:00:00,"2018-08-30 02:00:00",,372620,0.7,51.33092,12.57626,"online_special"
908,"ZP_ID_1129","50H_SO_Bischofswerda_DE036080","solar",2021-02-01T00:00:00,"2018-10-01 02:00:00",,145270,0.7,51.1388878,14.1961064,"online_special"
36,"ZP_ID_0634","50H_SO_Bitterfeld-Wolfen_DE021100","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,132720,0.7,51.624687,12.3335077,"online_special"
37,"ZP_ID_0564","50H_SO_Bitterfeld-Wolfen_DE021112","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,141680,0.7,51.682024,12.2621792,"online_special"
38,"ZP_ID_0585","50H_SO_Blankenburg_DE014082","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,134400,0.7,51.806039,10.9438567,"online_special"
39,"ZP_ID_1063","50H_SO_Blankenhain_DE031041","solar",2020-08-01T00:00:00,"2018-10-01 02:00:00",,146300,0.7,50.8551223,11.3433655,"online_special"
1577,"ZP_ID_1643","50H_SO_Blankenheim_(RD)","solar",2022-02-01T00:00:00,,,130950,,51.5061294,11.433433,"redispatch_only"
984,"ZP_ID_1208","50H_SO_Bockelnhagen","solar",2021-02-01T00:00:00,"2020-12-09 01:00:00",,746790,,51.5647519,10.4256416,"online_no_login"
1985,"ZP_ID_1965","50H_SO_Borgstedt","solar",2023-05-01T00:00:00,"2023-05-01 02:00:00",,99875,,54.07212175,12.9967854,"online"
909,"ZP_ID_1119","50H_SO_Borna_DE021032","solar",2020-11-01T00:00:00,"2018-10-01 02:00:00",,125290,0.7,51.128358,12.504547,"online_special"
1875,"ZP_ID_1907","50H_SO_Brand-Erbisdorf_DE036007","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,203280,0.7,50.85680645,13.3198754,"online_special"
1736,"ZP_ID_1761","50H_SO_Braunsbedra_(RD)","solar",2022-05-01T00:00:00,,,352080,,51.2940932,11.8686687,"redispatch_only"
1744,"ZP_ID_1764","50H_SO_Broderstorf","solar",2022-07-01T00:00:00,"2022-05-23 02:00:00",,743820,0.2,54.0791282,12.2682317,"online"
1894,"ZP_ID_1862","50H_SO_Brünzow-Stilow","solar",2023-03-01T00:00:00,"2023-03-01 01:00:00",,223125,,54.0888614,13.5715017,"online"
1411,"ZP_ID_1548","50H_SO_Burg Stargard","solar",2021-12-01T00:00:00,"2021-11-09 01:00:00",,147060,,53.50083,13.30719,"online"
1521,"ZP_ID_1637","50H_SO_Burg Stargard_DE029033","solar",2022-03-01T00:00:00,"2018-10-01 02:00:00",,123280,0.7,53.4939197,13.3233619,"online_special"
41,"ZP_ID_0309","50H_SO_Burg-Troxel","solar",2016-08-01T00:00:00,"2017-03-29 02:00:00",,1809250,,52.26621389,11.81937222,"default"
40,"ZP_ID_0835","50H_SO_Börde-Hakel","solar",2019-06-01T00:00:00,"2019-04-10 02:00:00",,524120,,51.9528073,11.3931492,"online_no_login"
42,"ZP_ID_0722","50H_SO_Calau_01","solar",2018-08-01T00:00:00,"2018-06-26 02:00:00",,368820,,51.7349366,13.9805479,"online"
43,"ZP_ID_0548","50H_SO_Calau_02","solar",2018-08-01T00:00:00,"2018-06-26 02:00:00",,376920,,51.7349366,13.9805479,"online"
44,"ZP_ID_0550","50H_SO_Carmzow-Wallmow","solar",2020-09-01T00:00:00,"2018-08-16 02:00:00",,727650,,53.3567984,14.0354803,"online_no_login"
1066,"ZP_ID_1243","50H_SO_Chemnitz_DE036107","solar",2021-04-01T00:00:00,"2018-10-01 02:00:00",,176640,0.7,50.831209,12.883287,"online_special"
45,"ZP_ID_0422","50H_SO_Cottbus_02","solar",2017-11-01T00:00:00,"2017-09-13 02:00:00",,749930,,51.770058,14.387756,"online_no_login"
46,"ZP_ID_0653","50H_SO_Cottbus_DE028075","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,166880,0.7,51.781498,14.3180334,"online_special"
1367,"ZP_ID_1501","50H_SO_Cottbus_DE028079","solar",2021-11-01T00:00:00,"2018-10-01 02:00:00",,166440,0.7,51.7568254,14.3128513,"online_special"
47,"ZP_ID_1080","50H_SO_Crimmitschau","solar",2020-09-01T00:00:00,"2020-08-01 02:00:00",,479700,,50.80848695,12.4041441,"online"
48,"ZP_ID_1092","50H_SO_Crivitz","solar",2020-10-01T00:00:00,"2020-07-31 02:00:00",,729420,,53.5716335,11.64434974,"online"
49,"ZP_ID_0568","50H_SO_Dallgow-Döberitz_DE020058","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,134160,0.7,52.532824,13.0596713,"online_special"
50,"ZP_ID_0786","50H_SO_Datzetal","solar",2019-07-01T00:00:00,"2019-01-31 01:00:00",,460660,,53.65861,13.484,"online"
1026,"ZP_ID_1190","50H_SO_Delitzsch_03","solar",2021-01-01T00:00:00,"2020-11-30 01:00:00",,504630,,51.5332789,12.36063548,"online"
52,"ZP_ID_0604","50H_SO_Delitzsch_DE021040","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,110760,0.7,51.524734,12.3444853,"online_special"
54,"ZP_ID_0991","50H_SO_Dermbach_DE031012","solar",2020-03-01T00:00:00,"2018-08-30 02:00:00",,134750,0.7,50.7148283,10.12396077,"online_special"
56,"ZP_ID_0352","50H_SO_Dettmannsdorf_01","solar",2017-04-01T00:00:00,"2017-02-04 01:00:00",,318240,,54.11441,12.54839,"online"
57,"ZP_ID_0390","50H_SO_Dettmannsdorf_02","solar",2017-06-01T00:00:00,"2017-04-04 02:00:00",,159120,,54.13,12.53,"online"
58,"ZP_ID_0439","50H_SO_Dettmannsdorf_03","solar",2017-08-01T00:00:00,"2017-07-19 02:00:00",,491400,,54.13,12.52,"online"
59,"ZP_ID_0406","50H_SO_Dettmannsdorf_04","solar",2017-10-01T00:00:00,"2017-08-09 02:00:00",,749840,,54.116502,12.528227,"online"
60,"ZP_ID_0440","50H_SO_Dettmannsdorf_05","solar",2017-08-01T00:00:00,"2017-08-03 02:00:00",,258440,,54.13,12.52,"online"
61,"ZP_ID_0745","50H_SO_Dettmannsdorf_06","solar",2019-05-01T00:00:00,"2018-11-30 01:00:00",,749925,,54.1226106,12.5086067,"online"
1298,"ZP_ID_1412","50H_SO_Diera-Zehren_(RD)","solar",2021-10-01T00:00:00,,,220500,,51.1799254,13.4128725,"redispatch_only"
63,"ZP_ID_0547","50H_SO_Doberlug-Kirchhain","solar",2018-09-01T00:00:00,"2018-07-02 02:00:00",,126000,,51.6194606,13.561279,"online"
64,"ZP_ID_0942","50H_SO_Doberlug-Kirchhain-Trebbus_02","solar",2019-04-01T00:00:00,"2019-07-01 02:00:00",,310650,,51.6886454,13.5137139,"online"
65,"ZP_ID_0989","50H_SO_Doberlug-Kirchhain_02","solar",2020-05-01T00:00:00,"2020-01-20 01:00:00",,356400,,51.6271906,13.5834068,"online"
976,"ZP_ID_1245","50H_SO_Doberschau","solar",2022-03-01T00:00:00,"2021-03-02 01:00:00",,749990,,51.126031,14.3353298,"online_no_login"
874,"ZP_ID_1114","50H_SO_Dresden_DE036024","solar",2020-11-01T00:00:00,"2018-08-30 02:00:00",,128780,0.7,51.04054985,13.66833869,"online_special"
67,"ZP_ID_1074","50H_SO_Dresden_DE036030","solar",2020-09-01T00:00:00,"2018-10-01 02:00:00",,189440,0.7,51.0110223,13.8119862,"online_special"
62,"ZP_ID_0382","50H_SO_Döbeln","solar",2017-05-01T00:00:00,"2017-03-22 01:00:00",,400000,,51.124323,13.096497,"online"
66,"ZP_ID_0639","50H_SO_Dömitz_DE026009","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,144160,0.7,53.139497,11.2620751,"online_special"
68,"VZP_ID_136","50H_SO_Ebeleben_01","solar",2018-07-01T00:00:00,"2017-11-27 01:00:00",,174150,,51.290049,10.731674,"online"
69,"VZP_ID_137","50H_SO_Ebeleben_02","solar",2018-07-01T00:00:00,"2017-11-27 01:00:00",,366390,,51.290049,10.731674,"online"
1827,"VZP_ID_232","50H_SO_Ebeleben_03","solar",2022-10-01T00:00:00,,,40000,,51.2925499,10.7323667,"online"
1902,"ZP_ID_1892","50H_SO_Ebersbach-Neugersdorf_DE036065","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,184800,0.7,50.9806889,14.609213,"online_special"
71,"ZP_ID_0128","50H_SO_Edersleben_2","solar",2015-01-01T00:00:00,"2016-06-27 02:00:00",,4049850,,51.40583333,11.27333333,"default"
72,"ZP_ID_0333","50H_SO_Edersleben_3","solar",2016-11-01T00:00:00,"2019-10-15 02:00:00",,2127840,,51.40655833,11.28687778,"default"
73,"ZP_ID_0718","50H_SO_Ehrenfriedersdorf_DE036062","solar",2018-11-01T00:00:00,"2018-08-30 02:00:00",,137700,0.7,50.6523014,12.9712312,"online_special"
1647,"ZP_ID_1790","50H_SO_Eisleben_01_(RD)","solar",2022-07-01T00:00:00,,,267000,,51.5200738,11.5470195,"redispatch_only"
74,"VZP_ID_193","50H_SO_Erdeborn_001_(EB)","solar",2020-01-01T00:00:00,"2019-07-25 02:00:00",,749440,,51.4694347,11.62745886,"online"
75,"VZP_ID_194","50H_SO_Erdeborn_002_(EB)","solar",2020-08-01T00:00:00,"2020-08-01 02:00:00",,541200,,51.4740281,11.6318636,"online"
798,"ZP_ID_0507","50H_SO_Erfurt-Egstedt","solar",2018-08-01T00:00:00,"2018-08-06 02:00:00",,486810,,50.919444,11.055833,"online"
76,"ZP_ID_0562","50H_SO_Erkner_DE028049","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,110880,0.7,52.429731,13.753377,"online_special"
77,"ZP_ID_0420","50H_SO_Falkenberg_02","solar",2017-08-01T00:00:00,"2017-08-01 02:00:00",,374760,,51.59254,13.24109,"online"
78,"ZP_ID_0436","50H_SO_Falkenberg_03","solar",2017-08-01T00:00:00,"2017-07-31 02:00:00",,374760,,51.59254,13.24109,"online"
79,"ZP_ID_0772","50H_SO_Falkenberg_04","solar",2019-01-01T00:00:00,"2018-11-17 01:00:00",,126575,,51.5925615,13.2412653,"online"
80,"ZP_ID_0854","50H_SO_Falkenberg_05","solar",2019-06-01T00:00:00,"2018-03-16 01:00:00",,749550,,51.595343,13.24083,"online"
1266,"ZP_ID_1406","50H_SO_Ferdinandshof_01_(RD)","solar",2021-10-01T00:00:00,,,267030,,53.6797182,13.9235554,"redispatch_only"
1098,"ZP_ID_1256","50H_SO_Ferdinandshof_02","solar",2021-05-01T00:00:00,"2021-03-31 02:00:00",,341700,,53.6587119,13.879523,"online"
1267,"ZP_ID_1407","50H_SO_Ferdinandshof_02_(RD)","solar",2021-10-01T00:00:00,,,257830,,53.6817617,13.9178706,"redispatch_only"
82,"ZP_ID_0522","50H_SO_Fienstedt","solar",2018-07-01T00:00:00,"2018-08-30 02:00:00",,749890,,51.576003,11.807888,"online_no_login"
859,"VZP_ID_210","50H_SO_Finsterwalde_01_(EB)","solar",2020-07-01T00:00:00,"2020-03-31 02:00:00",,295020,0.3,51.63132,13.72953,"online"
860,"VZP_ID_211","50H_SO_Finsterwalde_02_(EB)","solar",2020-07-01T00:00:00,"2020-03-31 02:00:00",,295350,0.3,51.63132,13.72953,"online"
941,"ZP_ID_1140","50H_SO_Finsterwalde_03","solar",2020-12-01T00:00:00,"2020-10-15 02:00:00",,281740,0.45,51.6313266,13.728718,"online"
985,"ZP_ID_1221","50H_SO_Finsterwalde_04","solar",2021-03-01T00:00:00,"2021-01-20 01:00:00",,749730,,51.6314839,13.7278853,"online"
85,"ZP_ID_0713","50H_SO_Frankenberg_DE036060","solar",2018-11-01T00:00:00,"2018-08-30 02:00:00",,162000,0.7,50.9129055,13.04425258,"online_special"
86,"ZP_ID_0638","50H_SO_Frankfurt-Oder_DE028055","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,146280,0.7,52.364843,14.5241369,"online_special"
1741,"ZP_ID_1788","50H_SO_Freital","solar",2022-09-01T00:00:00,"2022-07-12 02:00:00",,143000,,50.991518,13.658196,"online"
87,"ZP_ID_1051","50H_SO_Freiwalde","solar",2020-10-01T00:00:00,"2020-05-20 02:00:00",,666930,,51.959887,13.7453448,"online"
799,"ZP_ID_0785","50H_SO_Friedland","solar",2019-07-01T00:00:00,"2019-01-29 01:00:00",,413540,,53.7391325,13.4838678,"online"
1268,"ZP_ID_1409","50H_SO_Friesack_01_(RD)","solar",2021-10-01T00:00:00,,,246960,,52.7612519,12.5884037,"redispatch_only"
1270,"ZP_ID_1421","50H_SO_Friesack_02_(RD)","solar",2021-10-01T00:00:00,,,170200,,52.7633465,12.5895999,"redispatch_only"
1325,"ZP_ID_1670","50H_SO_Fürstenwalde_(RD)","solar",2022-03-01T00:00:00,,,134015,,52.3480413,14.0898906,"redispatch_only"
88,"ZP_ID_0860","50H_SO_Fürstenwalde_DE028026","solar",2019-08-01T00:00:00,"2018-08-30 02:00:00",,155520,0.7,52.3666676,14.0651919,"online_special"
90,"ZP_ID_0984","50H_SO_Geisleden","solar",2020-02-01T00:00:00,"2019-12-20 01:00:00",,372625,,51.3498528,10.199944,"online_no_login"
91,"ZP_ID_0383","50H_SO_Genthin_02","solar",2017-05-01T00:00:00,"2017-03-22 01:00:00",,708290,,52.315433,12.116209,"online"
92,"ZP_ID_0409","50H_SO_Genthin_03","solar",2017-08-01T00:00:00,"2017-05-23 02:00:00",,299520,,52.44132,12.11903,"online"
93,"ZP_ID_1021","50H_SO_Genthin_DE026031","solar",2020-08-01T00:00:00,"2018-08-30 02:00:00",,189100,0.7,52.4086889,12.1488433,"online_special"
94,"ZP_ID_0691","50H_SO_Gerbstedt","solar",2018-12-01T00:00:00,"2018-10-18 02:00:00",,749840,,51.6426792,11.6288095,"online_no_login"
95,"ZP_ID_0999","50H_SO_Gerbstedt_02","solar",2020-05-01T00:00:00,"2020-02-06 01:00:00",,749840,,51.6426524,11.6303439,"online_no_login"
910,"ZP_ID_1122","50H_SO_Gerbstedt_Thondorf_03","solar",2020-11-01T00:00:00,"2020-09-30 02:00:00",,749600,,51.5978723,11.5288249,"online"
911,"ZP_ID_1116","50H_SO_Glaubitz_02","solar",2020-11-01T00:00:00,"2020-09-23 02:00:00",,749650,,51.3256403,13.3823929,"online_no_login"
97,"ZP_ID_0535","50H_SO_Golzow","solar",2018-09-01T00:00:00,"2018-08-23 02:00:00",,749550,,52.279399,12.600574,"online_no_login"
1540,"ZP_ID_1638","50H_SO_Gornsdorf-Erzgebirge_DE036100","solar",2022-06-01T00:00:00,"2018-10-01 02:00:00",,175200,0.7,50.7185725,12.8844266,"online_special"
1286,,"50H_SO_Gotha_(RD)","solar",2021-10-01T00:00:00,,,115000,,50.924125,10.7295651,"redispatch_only"
986,"ZP_ID_1215","50H_SO_Grabfeld","solar",2021-02-01T00:00:00,"2020-12-28 01:00:00",,461515,0.3,50.4365364,10.4612558,"online"
98,"ZP_ID_0536","50H_SO_Grebs-Niendorf_01","solar",2018-08-01T00:00:00,"2018-07-25 02:00:00",,586880,,53.24028,11.31966,"online_no_login"
99,"ZP_ID_0537","50H_SO_Grebs-Niendorf_02","solar",2018-08-01T00:00:00,"2018-07-25 02:00:00",,749840,,53.24073,11.31549,"online_no_login"
100,"ZP_ID_1026","50H_SO_Grebs-Niendorf_03","solar",2020-06-01T00:00:00,"2020-03-13 01:00:00",,749830,,53.24061225,11.31491357,"online_no_login"
1176,"ZP_ID_1152","50H_SO_Grevesmühlen_04","solar",2021-06-01T00:00:00,"2021-06-01 02:00:00",,303480,0.5,53.8707009,11.1666056,"online"
101,"ZP_ID_1004","50H_SO_Griebnitz","solar",2020-05-01T00:00:00,"2020-02-07 01:00:00",,588208,,54.0045773,12.210598,"online"
1870,"ZP_ID_1913","50H_SO_Groitzsch_DE021050","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,124320,0.7,51.1516777,12.28759065,"online_special"
103,"ZP_ID_0696","50H_SO_Groß Kreutz","solar",2019-07-01T00:00:00,"2018-10-18 02:00:00",,733640,,52.43591,12.765394,"online_no_login"
1274,"ZP_ID_1437","50H_SO_Groß_Kreutz_01_(RD)","solar",2021-10-01T00:00:00,,,63000,,52.4038491,12.7807603,"redispatch_only"
1273,"ZP_ID_1438","50H_SO_Groß_Kreutz_02_(RD)","solar",2021-10-01T00:00:00,,,44640,,52.4038491,12.7807603,"redispatch_only"
967,"VZP_ID_217","50H_SO_Großengottern_01","solar",2021-03-01T00:00:00,"2021-01-13 01:00:00",,262800,,51.1427241,10.5631246,"online"
969,"VZP_ID_218","50H_SO_Großengottern_02","solar",2021-03-01T00:00:00,"2021-01-13 01:00:00",,224110,,51.1427241,10.5631246,"online"
972,"VZP_ID_219","50H_SO_Großengottern_03","solar",2021-03-01T00:00:00,"2021-01-13 01:00:00",,131400,,51.1427241,10.5631246,"online"
968,"VZP_ID_220","50H_SO_Großengottern_04","solar",2021-03-01T00:00:00,"2021-01-13 01:00:00",,131400,,51.1427241,10.5631246,"online"
