id,meter_point_key,park_key,park_type,Round_Month(markets_at),contract_at,Round_Month(expires_at),power,ownconsumption,latitude,longitude,contract_type
1921,"ZP_ID_1888","AMP_SO_Waltrop_03","solar",2023-03-01T00:00:00,"2023-02-01 01:00:00",,162800,0.1,51.6315398,7.4210207,"online"
1849,"ZP_ID_1951","AMP_SO_Waltrop_04","solar",2023-04-01T00:00:00,"2023-04-01 02:00:00",,128800,0.8,51.61927635,7.39369527,"online"
520,"ZP_ID_1068","AMP_SO_Waltrop_DE032032","solar",2020-08-01T00:00:00,"2018-10-01 02:00:00",,177100,0.7,51.6234364,7.4202232,"online_special"
1241,"ZP_ID_1380","AMP_SO_Warstein_(RD)","solar",2021-10-01T00:00:00,,,19440,,51.488466,8.269782299999999,"redispatch_only"
1184,"ZP_ID_1303","AMP_SO_Warstein_01_(RD)","solar",2021-10-01T00:00:00,,,600325,,51.4679597,8.3402455,"redispatch_only"
1181,"ZP_ID_1315","AMP_SO_Warstein_02_(RD)","solar",2021-10-01T00:00:00,,,271940,,51.488466,8.269782299999999,"redispatch_only"
1182,"ZP_ID_1317","AMP_SO_Warstein_03_(RD)","solar",2021-10-01T00:00:00,,,222640,,51.4302857,8.377993,"redispatch_only"
1185,"ZP_ID_1327","AMP_SO_Warstein_04_(RD)","solar",2021-10-01T00:00:00,,,156270,,51.5049997,8.2870214,"redispatch_only"
1187,"ZP_ID_1346","AMP_SO_Warstein_05_(RD)","solar",2021-10-01T00:00:00,,,115520,,51.5049997,8.2870214,"redispatch_only"
1884,"ZP_ID_1855","AMP_SO_Warstein_06_(RD)","solar",2022-10-01T00:00:00,"2022-10-27 02:00:00",,121260,,51.5020298,8.320052,"redispatch_only"
521,"ZP_ID_0549","AMP_SO_Weeze","solar",2018-09-01T00:00:00,"2018-08-20 02:00:00",,308085,0.25,51.64531155,6.21399162,"online"
1210,"ZP_ID_1320","AMP_SO_Weeze_(RD)","solar",2021-10-01T00:00:00,,,233730,,51.62388,6.21089,"redispatch_only"
1300,"ZP_ID_1430","AMP_SO_Weeze_01_(RD)","solar",2021-10-01T00:00:00,,,110640,,51.6493306,6.1870682,"redispatch_only"
1387,"ZP_ID_1481","AMP_SO_Weeze_02_(RD)","solar",2021-10-01T00:00:00,,,483620,,51.64531155,6.21399161,"redispatch_only"
1384,"ZP_ID_1490","AMP_SO_Weeze_03_(RD)","solar",2021-10-01T00:00:00,,,126020,,51.64531155,6.21399161,"redispatch_only"
1385,"ZP_ID_1497","AMP_SO_Weeze_04_(RD)","solar",2021-10-01T00:00:00,,,94500,,51.64531155,6.21399161,"redispatch_only"
1386,"ZP_ID_1498","AMP_SO_Weeze_05_(RD)","solar",2021-10-01T00:00:00,,,55710,,51.64531155,6.21399161,"redispatch_only"
1388,"ZP_ID_1500","AMP_SO_Weeze_06_(RD)","solar",2021-10-01T00:00:00,,,29760,,51.64531155,6.21399161,"redispatch_only"
522,"ZP_ID_0765","AMP_SO_Welver","solar",2019-04-01T00:00:00,"2019-01-10 01:00:00",,319300,,51.60637165,7.93031478,"online"
523,"ZP_ID_0597","AMP_SO_Welver_DE013053","solar",2019-01-01T00:00:00,"2018-08-30 02:00:00",,119600,0.7,51.615687,7.9648157,"online_special"
1360,"ZP_ID_1495","AMP_SO_Werdohl_01_(RD)","solar",2021-10-01T00:00:00,,,100000,,51.24767305,7.72979252,"redispatch_only"
524,"ZP_ID_0752","AMP_SO_Werdohl_DE002038","solar",2019-01-01T00:00:00,"2018-08-30 02:00:00",,123120,0.7,51.2590736,7.7570939,"online_special"
526,"ZP_ID_0979","AMP_SO_Werl_02","solar",2020-07-01T00:00:00,"2019-12-19 01:00:00",,704000,,51.5597165,7.9252829,"online"
529,"ZP_ID_0982","AMP_SO_Werl_05","solar",2020-02-01T00:00:00,"2019-12-19 01:00:00",,749440,0.55,51.56919935,7.89270542,"online"
929,"ZP_ID_1137","AMP_SO_Werl_06","solar",2020-12-01T00:00:00,"2020-10-19 02:00:00",,574860,0.2,51.55849605,7.92753823,"online"
1920,"ZP_ID_1879","AMP_SO_Werl_07_(PPA)","solar",2023-01-01T00:00:00,"2023-01-01 01:00:00",2023-12-01T00:00:00,1305680,0.2,51.56274351,7.89622151,"standard_post"
2035,"ZP_ID_1970","AMP_SO_Werl_08","solar",2023-05-01T00:00:00,"2023-05-01 02:00:00",,109600,0.8,51.5574455,7.910417,"online"
530,"ZP_ID_0348","AMP_SO_Wermelskirchen","solar",2016-09-01T00:00:00,"2016-09-08 02:00:00",,279175,,51.143775,7.239494,"online"
1654,"ZP_ID_1747","AMP_SO_Wermelskirchen_02","solar",2022-05-01T00:00:00,"2022-03-31 02:00:00",,188400,,51.1328092,7.16360335,"online"
1246,"ZP_ID_1374","AMP_SO_Wesel_(RD)","solar",2021-10-01T00:00:00,,,126240,,51.66352,6.67244,"redispatch_only"
531,"ZP_ID_1087","AMP_SO_Wettringen","solar",2020-07-01T00:00:00,"2020-07-29 02:00:00",,632940,,52.21528,7.309822,"online"
1933,"ZP_ID_1901","AMP_SO_Wettringen_01_(RD)","solar",2022-12-01T00:00:00,"2022-12-13 01:00:00",,212755,,52.24448145,7.29119814,"redispatch_only"
1934,"ZP_ID_1902","AMP_SO_Wettringen_02_(RD)","solar",2022-12-01T00:00:00,"2022-12-13 01:00:00",,158100,,52.24448145,7.29119814,"redispatch_only"
532,"ZP_ID_0996","AMP_SO_Wickede","solar",2020-03-01T00:00:00,"2020-03-01 01:00:00",,749100,,51.4906534,7.8576622,"online"
1747,"ZP_ID_1772","AMP_SO_Wickede_02","solar",2022-07-01T00:00:00,"2022-05-30 02:00:00",,198750,,51.506448,7.8682496,"online"
1709,"ZP_ID_1741","AMP_SO_Wickede_DE013019_(RD)","solar",2022-02-01T00:00:00,,,133500,,51.49331805,7.86505485,"redispatch_only_special"
533,"ZP_ID_0445","AMP_SO_Wiesbaden","solar",2017-11-01T00:00:00,"2017-09-18 02:00:00",,219420,0.6,50.045883,8.207776000000001,"online"
1205,"ZP_ID_1547","AMP_SO_Wietmarschen-Lohne_DE025016","solar",2022-01-01T00:00:00,"2018-10-01 02:00:00",,187960,0.7,52.4903943,7.22635,"online_special"
1547,"ZP_ID_1625","AMP_SO_Windeck","solar",2022-04-01T00:00:00,"2022-01-13 01:00:00",,90000,,50.8342031,7.56044306,"online"
534,"ZP_ID_1077","AMP_SO_Witten-Heven_DE032020","solar",2020-09-01T00:00:00,"2018-10-01 02:00:00",,118800,0.7,51.4461816,7.3148945,"online_special"
535,"ZP_ID_0600","AMP_SO_Witten_DE032034","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,145040,0.7,51.450629,7.3654801,"online_special"
536,"ZP_ID_0730","AMP_SO_Witten_DE032041","solar",2018-12-01T00:00:00,"2018-08-30 02:00:00",,156060,0.7,51.4391144,7.35276896,"online_special"
539,"ZP_ID_0598","AMP_SO_Wuppertal _DE002075","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,112200,0.7,51.2366,7.0888958,"online_special"
1624,"ZP_ID_1833","AMP_SO_Wuppertal-Barmen_02","solar",2022-10-01T00:00:00,,,132720,0.8,51.2657259,7.18821812,"online"
537,"ZP_ID_0725","AMP_SO_Wuppertal-Barmen_DE002061","solar",2019-01-01T00:00:00,"2018-08-30 02:00:00",,89100,0.7,51.26858525,7.19238599,"online_special"
538,"ZP_ID_0704","AMP_SO_Wuppertal-Cronenberg_DE002080","solar",2018-11-01T00:00:00,"2018-08-30 02:00:00",,153360,0.7,51.228725,7.145232,"online_special"
1912,"ZP_ID_1876","AMP_SO_Wuppertal_DE002060","solar",2023-01-01T00:00:00,"2018-10-01 02:00:00",,173740,0.7,51.253083,7.1335159,"online_special"
540,"ZP_ID_0654","AMP_SO_Wuppertal_DE002074","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,139390,0.7,51.253891,7.1002413,"online_special"
1936,"ZP_ID_1905","AMP_SO_Würselen","solar",2023-02-01T00:00:00,"2023-02-01 01:00:00",,128790,0.4,50.82325,6.2034649,"online"
1700,"ZP_ID_1750","AMP_SO_Xanten_(RD)","solar",2022-04-01T00:00:00,,,116130,,51.6644147,6.4139419,"redispatch_only"
871,"ZP_ID_1112","AMP_WI_Albringwerde","wind",2020-10-01T00:00:00,"2020-09-02 02:00:00",,500000,,51.281583,7.583444,"standard_post"
1373,"ZP_ID_1286","AMP_WI_Anröchte_(PPA)","wind",2021-08-01T00:00:00,"2021-08-01 02:00:00",,1000000,,51.5235087,8.3594297,"standard_post"
1393,"ZP_ID_1289","AMP_WI_Arnsberg_(PPA)","wind",2021-08-01T00:00:00,"2021-08-01 02:00:00",,500000,,51.4066625,7.9989022,"standard_post"
543,"ZP_ID_0016","AMP_WI_Balve","wind",2019-01-01T00:00:00,"2013-11-05 01:00:00",,200000,,51.32198611,7.7894,"standard_post"
544,"ZP_ID_0017","AMP_WI_Benkamp","wind",2019-01-01T00:00:00,"2013-11-05 01:00:00",,800000,,51.308745,7.85900944,"default"
1487,"ZP_ID_1576","AMP_WI_Benkamp_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,850000,,51.3125507,7.8794156,"standard_post"
545,"ZP_ID_0019","AMP_WI_Bölling_2","wind",2015-05-01T00:00:00,"2015-05-01 02:00:00",,1500000,,51.2912057,7.57159892,"default"
547,"ZP_ID_0020","AMP_WI_Erbscheid","wind",2015-05-01T00:00:00,"2015-05-01 02:00:00",,500000,,51.07874988,7.84456325,"standard_post"
1036,"ZP_ID_0178","AMP_WI_Hagen_Dahl","wind",2021-01-01T00:00:00,"2020-12-03 01:00:00",,600000,,51.296262,7.573268,"default"
1035,"ZP_ID_1201","AMP_WI_Hagen_Dahl_PPA","wind",2021-01-01T00:00:00,"2020-12-03 01:00:00",,200000,,51.296262,7.573268,"standard_post"
1037,"ZP_ID_1188","AMP_WI_Hagen_Kalthausen","wind",2021-01-01T00:00:00,"2020-11-27 01:00:00",,500000,,51.293418,7.486148,"standard_post"
1705,"ZP_ID_1738","AMP_WI_Heilenbach_(PPA)","wind",2022-05-01T00:00:00,"2022-05-01 02:00:00",2023-12-01T00:00:00,500000,,50.06001,6.47664,"standard_post"
1584,"ZP_ID_1573","AMP_WI_Herscheid_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,51.1675493,7.793438,"standard_post"
865,"ZP_ID_1102","AMP_WI_Hückelhoven-Doveren","wind",2020-10-01T00:00:00,"2020-08-30 02:00:00",,3600000,,51.063333,6.248056,"default"
872,"ZP_ID_1107","AMP_WI_Hückelhoven-Doveren_02","wind",2020-10-01T00:00:00,"2020-08-30 02:00:00",,4200000,,51.063333,6.248056,"default"
1630,"ZP_ID_1661","AMP_WI_Iserlohn_(PPA)","wind",2022-04-01T00:00:00,"2022-04-01 02:00:00",,600000,,51.44307,7.674629,"standard_post"
553,"ZP_ID_0014","AMP_WI_Klosterkumbd","wind",2014-01-01T00:00:00,"2016-01-11 01:00:00",,20220000,,50.020321,7.301155,"default"
554,"ZP_ID_0021","AMP_WI_Leisberg","wind",2014-01-01T00:00:00,"2015-01-07 01:00:00",,600000,,51.23978554,7.63969487,"standard_post"
1038,"ZP_ID_1187","AMP_WI_Meinerzhagen","wind",2021-01-01T00:00:00,"2020-11-27 01:00:00",,660000,,51.097127,7.78947,"standard_post"
1394,"ZP_ID_1285","AMP_WI_Möhnesee_(PPA)","wind",2021-08-01T00:00:00,,,1500000,,51.5084305,8.070622500000001,"standard_post"
1413,"ZP_ID_1381","AMP_WI_Möhnesee_02","wind",2021-10-01T00:00:00,"2021-10-01 02:00:00",,1800000,,51.5201198,8.065879600000001,"default"
1581,"ZP_ID_0036","AMP_WI_Ochtrup_4","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1200000,,52.1836892,7.1784069,"standard_post"
1582,"ZP_ID_0039","AMP_WI_Ochtrup_5","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,52.2003331,7.1586977,"standard_post"
1556,"ZP_ID_1615","AMP_WI_Ochtrup_6_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,270000,,52.217269,7.1966313,"standard_post"
558,"ZP_ID_0025","AMP_WI_Oesbern","wind",2014-01-01T00:00:00,"2019-01-01 01:00:00",,600000,,51.44861389,7.84028056,"standard_post"
559,"ZP_ID_0097","AMP_WI_Ollarzried_II","wind",2015-11-01T00:00:00,"2014-01-01 01:00:00",,1500000,,47.89375,10.36717,"default"
560,"ZP_ID_0179","AMP_WI_Radevormwald","wind",2015-01-01T00:00:00,"2016-01-01 01:00:00",,1500000,,51.206777,7.400925,"standard_post"
561,"ZP_ID_0073","AMP_WI_Rayerschied","wind",2014-01-01T00:00:00,"2013-10-30 01:00:00",,16850000,,50.01742222,7.58485833,"default"
562,"ZP_ID_0026","AMP_WI_Rölvede","wind",2014-01-01T00:00:00,"2018-01-01 01:00:00",,1500000,,51.28904,7.57776,"default"
563,"ZP_ID_0075","AMP_WI_Sassenberg","wind",2019-01-01T00:00:00,"2016-01-01 01:00:00",,2000000,,52.06551111,8.07174167,"default"
838,"ZP_ID_0723","AMP_WI_Schalksmühle","wind",2018-12-01T00:00:00,"2018-11-13 01:00:00",,3500000,,51.290238,7.572466,"default"
564,"ZP_ID_0013","AMP_WI_Schöneseiffen","wind",2014-01-01T00:00:00,"2016-03-31 02:00:00",,2300000,,50.52394268,6.37793578,"default"
1489,"ZP_ID_1577","AMP_WI_Soest_01_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1500000,,51.5476187,8.309055499999999,"standard_post"
1488,"ZP_ID_1578","AMP_WI_Soest_02_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1500000,,51.5476187,8.309055499999999,"standard_post"
1494,"ZP_ID_1579","AMP_WI_Soest_03_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,51.5476187,8.309055499999999,"standard_post"
1505,"ZP_ID_1580","AMP_WI_Soest_04_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,51.5476187,8.309055499999999,"standard_post"
1504,"ZP_ID_1581","AMP_WI_Soest_05_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,51.5476187,8.309055499999999,"standard_post"
1493,"ZP_ID_1582","AMP_WI_Soest_06_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1500000,,51.5476187,8.309055499999999,"standard_post"
1495,"ZP_ID_1585","AMP_WI_Soest_09_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1500000,,51.5476187,8.309055499999999,"standard_post"
1507,"ZP_ID_1587","AMP_WI_Soest_11","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.5476187,8.309055499999999,"standard_post"
1508,"ZP_ID_1588","AMP_WI_Soest_13_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,600000,,51.5476187,8.309055499999999,"standard_post"
1509,"ZP_ID_1589","AMP_WI_Soest_14","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.5476187,8.309055499999999,"default"
1496,"ZP_ID_1590","AMP_WI_Soest_15","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.506542,8.194984,"standard_post"
1497,"ZP_ID_1591","AMP_WI_Soest_16","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1800000,,51.47603,8.123169900000001,"default"
1498,"ZP_ID_1592","AMP_WI_Soest_17","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.47603,8.123169900000001,"standard_post"
1499,"ZP_ID_1593","AMP_WI_Soest_18","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.47603,8.123169900000001,"default"
1500,"ZP_ID_1594","AMP_WI_Soest_19","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,2300000,,51.47603,8.123169900000001,"default"
1490,"ZP_ID_1595","AMP_WI_Soest_20_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1650000,,51.47603,8.123169900000001,"standard_post"
1501,"ZP_ID_1596","AMP_WI_Soest_21","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.47603,8.123169900000001,"standard_post"
1502,"ZP_ID_1597","AMP_WI_Soest_22","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.47603,8.123169900000001,"standard_post"
1503,"ZP_ID_1598","AMP_WI_Soest_23_(PPA)","wind",2022-01-01T00:00:00,"2022-01-01 01:00:00",,1000000,,51.508303,8.202263,"standard_post"
1039,"ZP_ID_0054","AMP_WI_Stemwede_1","wind",2021-01-01T00:00:00,"2020-12-03 01:00:00",,500000,,52.45005,8.500038999999999,"standard_post"
567,"ZP_ID_0053","AMP_WI_Stemwede_2","wind",2019-01-01T00:00:00,"2013-10-28 01:00:00",,6000000,,52.44784732,8.511810540000001,"standard_post"
1915,"ZP_ID_1870","AMP_WI_Uedem","wind",2023-01-01T00:00:00,"2023-01-01 01:00:00",2023-12-01T00:00:00,800000,,51.414547,6.143746,"default"
1916,"ZP_ID_1871","AMP_WI_Uedem_02","wind",2023-01-01T00:00:00,"2023-01-01 01:00:00",2023-12-01T00:00:00,1600000,,51.6975,6.24361,"default"
568,"ZP_ID_0061","AMP_WI_Velbert","wind",2019-02-01T00:00:00,"2018-12-01 01:00:00",,1000000,,51.34446667,7.14736944,"default"
1392,"ZP_ID_1284","AMP_WI_Vettweiß-Ginnick","wind",2021-08-01T00:00:00,"2021-08-01 02:00:00",,1000000,,54.1951764,9.1019015,"standard_post"
1076,"ZP_ID_1234","AMP_WI_Welver_01","wind",2021-04-01T00:00:00,"2021-02-03 01:00:00",,1000000,,51.589,8.03439,"standard_post"
1078,"ZP_ID_1235","AMP_WI_Welver_02","wind",2021-04-01T00:00:00,"2021-02-03 01:00:00",,1000000,,51.589,8.03439,"default"
1080,"ZP_ID_1236","AMP_WI_Welver_03","wind",2021-04-01T00:00:00,"2021-02-03 01:00:00",,1000000,,51.589,8.03439,"default"
1079,"ZP_ID_1237","AMP_WI_Welver_04","wind",2021-04-01T00:00:00,"2021-02-03 01:00:00",,1000000,,51.5591,8.05354,"default"
1077,"ZP_ID_1238","AMP_WI_Welver_05","wind",2021-04-01T00:00:00,"2021-02-03 01:00:00",,1800000,,51.5591,8.05354,"standard_post"
1395,"ZP_ID_1283","AMP_WI_Welver_Flerke_(PPA)","wind",2021-08-01T00:00:00,"2021-08-01 02:00:00",,500000,,51.5955326,7.9533425,"standard_post"
570,"ZP_ID_0028","AMP_WI_Wersbecke","wind",2015-05-01T00:00:00,"2016-01-01 01:00:00",,1250000,,51.26913426,7.60488267,"default"
1234,"ZP_ID_1439","TEN_KWK_München","cogeneration",2021-10-01T00:00:00,"2021-09-01 02:00:00",,240000,0.5,48.1763309,11.4421829,"online"
1424,"ZP_ID_1531","TEN_NF_BI_Halle_(RD)","biomass",2021-10-01T00:00:00,,,500000,,52.0400971,8.3967203,"redispatch_only"
573,"ZP_ID_0397","TEN_SO_Achim","solar",2017-05-01T00:00:00,"2017-04-19 02:00:00",,739200,,53.008967,9.06541,"online_no_login"
574,"ZP_ID_0527","TEN_SO_Achim_02","solar",2018-04-01T00:00:00,"2018-07-03 02:00:00",,749700,,53.01,9.07,"online_no_login"
1106,"ZP_ID_1267","TEN_SO_Ahrensburg_DE016054","solar",2021-07-01T00:00:00,"2018-10-01 02:00:00",,185000,0.7,53.6787002,10.2684169,"online_special"
575,"ZP_ID_0969","TEN_SO_Albersdorf_DE004126","solar",2020-01-01T00:00:00,"2018-08-30 02:00:00",,146400,0.7,54.14791535,9.28372583,"online_special"
1588,"ZP_ID_1641","TEN_SO_Aldersbach_(RD)","solar",2022-02-01T00:00:00,,,235680,,48.5912061,13.0982792,"redispatch_only"
576,"ZP_ID_1020","TEN_SO_Alfeld_DE014026","solar",2020-03-01T00:00:00,"2018-08-30 02:00:00",,168970,0.7,51.9875485,9.80468149,"online_special"
1445,"ZP_ID_1571","TEN_SO_Altenbeken","solar",2022-01-01T00:00:00,"2021-11-30 01:00:00",,200070,0.2,51.7244654,8.9456501,"online"
577,"ZP_ID_0617","TEN_SO_Altenbeken_DE005029","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,145040,0.7,51.755858,8.953134500000001,"online_special"
578,"ZP_ID_0699","TEN_SO_Altenholz_DE004079","solar",2018-12-01T00:00:00,"2018-08-30 02:00:00",,135540,0.7,54.410942,10.1309244,"online_special"
1308,"ZP_ID_1441","TEN_SO_Aschaffenburg_01_(RD)","solar",2021-10-01T00:00:00,,,481280,,49.9686681,9.094463899999999,"redispatch_only"
1307,"ZP_ID_1444","TEN_SO_Aschaffenburg_02_(RD)","solar",2021-10-01T00:00:00,,,188630,,49.9686681,9.094463899999999,"redispatch_only"
579,"ZP_ID_0846","TEN_SO_Aschendorf_DE015044","solar",2019-07-01T00:00:00,"2018-08-30 02:00:00",,159840,0.7,53.0488311,7.32675264,"online_special"
1164,"ZP_ID_1352","TEN_SO_Auetal_(RD)","solar",2021-10-01T00:00:00,,,102750,,52.2330494,9.242676700000001,"redispatch_only"
1800,"ZP_ID_1811","TEN_SO_Augustdorf","solar",2022-10-01T00:00:00,"2022-08-12 02:00:00",,131400,0.6,51.9061108,8.7135272,"online"
580,"ZP_ID_0575","TEN_SO_Augustfehn_DE015056","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,151320,0.7,53.219093,7.7615734,"online_special"
1791,"ZP_ID_1841","TEN_SO_Aurich_DE015007","solar",2022-11-01T00:00:00,"2018-10-01 02:00:00",,204440,0.7,53.4840354,7.4919328,"online_special"
581,"ZP_ID_0929","TEN_SO_Aurich_DE015040","solar",2019-11-01T00:00:00,"2018-08-30 02:00:00",,173600,0.7,53.47031,7.45783,"online_special"
582,"ZP_ID_0615","TEN_SO_Bad Bevensen_DE003094","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,137760,0.7,53.081159,10.572746,"online_special"
1478,"ZP_ID_1675","TEN_SO_Bad Bramstedt_DE004042","solar",2022-05-01T00:00:00,"2018-10-01 02:00:00",,194250,0.7,53.9119973,9.880445699999999,"online_special"
583,"ZP_ID_0572","TEN_SO_Bad Emstal_DE010068","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,135520,0.7,51.240505,9.258077,"online_special"
584,"ZP_ID_0675","TEN_SO_Bad Grund_DE014044","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,124200,0.7,51.7824662,10.1982927,"online_special"
585,"ZP_ID_0584","TEN_SO_Bad Harzburg_DE014077","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,143520,0.7,51.903166,10.5514629,"online_special"
586,"ZP_ID_0894","TEN_SO_Bad Hersfeld_DE010011","solar",2019-11-01T00:00:00,"2018-08-30 02:00:00",,164450,0.7,50.8798044,9.6881548,"online_special"
866,"ZP_ID_1110","TEN_SO_Bad Münder_DE018047","solar",2020-10-01T00:00:00,"2018-08-30 02:00:00",,189750,0.7,52.1967235,9.456284200000001,"online_special"
587,"ZP_ID_0970","TEN_SO_Bad Nenndorf","solar",2020-01-01T00:00:00,"2019-12-02 01:00:00",,216720,0.35,52.3405687,9.371332069999999,"online"
588,"ZP_ID_0497","TEN_SO_Bad Oeyenhausen","solar",2018-03-01T00:00:00,"2018-08-29 02:00:00",,158760,0.7,52.201691,8.836672,"online"
589,"ZP_ID_0667","TEN_SO_Bad Oeynhausen_DE018001","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,164160,0.7,52.197857,8.8110271,"online_special"
590,"ZP_ID_0967","TEN_SO_Bad Oldesloe_DE016067","solar",2020-01-01T00:00:00,"2018-08-30 02:00:00",,146400,0.7,53.8071277,10.3518891,"online_special"
591,"ZP_ID_0593","TEN_SO_Bad Oldesloe_DE016068","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,124950,0.7,53.797751,10.406049,"online_special"
592,"ZP_ID_0565","TEN_SO_Bad Salzdetfurth_DE014011","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,113120,0.7,52.053345,10.0015488,"online_special"
1790,"ZP_ID_1824","TEN_SO_Bad Salzuflen_DE018101","solar",2022-10-01T00:00:00,"2018-10-01 02:00:00",,195360,0.7,52.0633612,8.692107200000001,"online_special"
1099,"ZP_ID_1257","TEN_SO_Bad Segeberg_DE033064","solar",2021-05-01T00:00:00,"2018-10-01 02:00:00",,188700,0.7,53.9275552,10.3304735,"online_special"
1105,"ZP_ID_1264","TEN_SO_Bad Wildungen_DE010009","solar",2021-06-01T00:00:00,"2018-10-01 02:00:00",,189440,0.7,51.1193385,9.136625199999999,"online_special"
1698,"ZP_ID_1711","TEN_SO_Bad_Segeberg_DE033063_(RD)","solar",2022-03-01T00:00:00,,,112200,,53.9501429,10.31353656,"redispatch_only_special"
593,"ZP_ID_0620","TEN_SO_Baddeckenstedt_DE014043","solar",2018-10-01T00:00:00,"2018-08-30 02:00:00",,133840,0.7,52.092791,10.2201707,"online_special"
594,"ZP_ID_0954","TEN_SO_Bardowick_DE003005","solar",2019-12-01T00:00:00,"2018-08-30 02:00:00",,192200,0.7,53.2965428,10.3824516,"online_special"
1005,"ZP_ID_1170","TEN_SO_Bargteheide_DE016046","solar",2021-01-01T00:00:00,"2018-08-30 02:00:00",,236520,0.7,53.71678,10.28976,"online_special"
1871,"ZP_ID_1899","TEN_SO_Barntrup_DE018023","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,148000,0.7,51.995764,9.11913283,"online_special"
595,"ZP_ID_0799","TEN_SO_Barsinghausen","solar",2019-04-01T00:00:00,"2019-02-13 01:00:00",,530100,,52.30709675,9.49094946,"online"
1574,"ZP_ID_1632","TEN_SO_Barsinghausen_02","solar",2022-03-01T00:00:00,"2022-01-20 01:00:00",,257000,0.5,52.3172159,9.4678042,"online"
1006,"ZP_ID_1167","TEN_SO_Barsinghausen_DE018052","solar",2022-02-01T00:00:00,"2018-08-30 02:00:00",,192200,0.7,52.30388835,9.48688215,"online_special"
1591,"ZP_ID_1644","TEN_SO_Barßel_(RD)","solar",2022-02-01T00:00:00,,,117420,,53.1260434,7.7427982,"redispatch_only"
841,"ZP_ID_0510","TEN_SO_Battenberg","solar",2018-06-01T00:00:00,"2018-04-13 02:00:00",,174960,,51.012673,8.648453999999999,"online"
596,"ZP_ID_0700","TEN_SO_Baunatal_DE010041","solar",2018-12-01T00:00:00,"2018-08-30 02:00:00",,179820,0.7,51.255288,9.4110426,"online_special"
1737,"ZP_ID_1769","TEN_SO_Berg_01_(RD)","solar",2022-07-01T00:00:00,,,160800,,49.3614023,11.4506293,"redispatch_only"
1628,"ZP_ID_1686","TEN_SO_Bergrheinfeld","solar",2022-05-01T00:00:00,"2022-03-15 01:00:00",,177380,,49.99424,10.15821,"online"
1887,"ZP_ID_1897","TEN_SO_Beverungen_DE010021","solar",2023-02-01T00:00:00,"2018-10-01 02:00:00",,168720,0.7,51.0964448,9.1169931,"online_special"
1059,"ZP_ID_1275","TEN_SO_Bielefeld_DE005043","solar",2021-07-01T00:00:00,"2018-10-01 02:00:00",,205690,0.7,51.9275515,8.5991517,"online_special"
1007,"ZP_ID_1182","TEN_SO_Bielefeld_DE005056","solar",2021-04-01T00:00:00,"2018-08-30 02:00:00",,193630,0.7,52.0383395,8.5443216,"online_special"
597,"ZP_ID_0909","TEN_SO_Bielefeld_DE005064","solar",2019-10-01T00:00:00,"2018-08-30 02:00:00",,132000,0.7,51.98255,8.48245,"online_special"
867,"ZP_ID_1105","TEN_SO_Bockhorn_DE015047","solar",2020-10-01T00:00:00,"2018-08-30 02:00:00",,178840,0.7,53.39207605,8.008828899999999,"online_special"
